site,city,season,lat,long,days.active,Black bear,Black-tailed deer,Bobcat,Coyote,Douglas squirrel,Eastern cottontail rabbit,Eastern gray squirrel,Elk,Fox squirrel,Mountain lion,Raccoon,River otter,Striped skunk,Virginia opossum,Weasel (cannot ID),Western Chipmunks,Western gray squirrel,for_ever_temp,for_ever_taig,for_ever_trop,for_dec_trop,for_dec_temp,for_mix,shrub_trop,shrub_temp,grass_trop,grass_temp,shrub_lich,grass_lich,barren_lich,wetland,cropland,barren,urban,water,ice,mpa_undev,pd_undev,ed_undev,enn_mn_undev,sdhi,for_all,shrub_all,grass_all,veg_woody,veg_all,natural,develop,prop_ndvi_0.5,prop_ndvi_0.6,prop_ndvi_avg,POPDEN2020,med_income,Impervious,city_site,units_lead,pm2.5_count,avg_ptsdf,prox_heavy_traffic,avg_pnpl,avg_rsei,avg_pwdis,diesel_tons_km2,avg_prmp,avg_ozone,TAWA_LEAD_PCT,TAWA_PM25_PCT,TAWA_PTSDF_PCT,TAWA_TRAFFIC_PCT,TAWA_PNPL_PCT,TAWA_TOXIC_PCT,TAWA_PWDIS_PCT,TAWA_OZONE_PCT,TAWA_DIESEL_PCT,TAWA_PRMP_PCT,TAWA_EXPOSURE,TAWA_RISK,TAWA_BURDEN,TAWA_BURDEN_SCALED,TAWA_BURDEN_PERCENTILE
G-TNC1,tawa,Winter20,47.2403259277344,-122.490310668945,37,0,4,0,5,0,0,39,0,0,0,15,0,0,0,0,0,0,0.0370061213132999,0,0,0,0,0.00500834724540901,0,0,0,0.00194769059543684,0,0,0,0.00417362270450751,0,0.00166944908180301,0.950194769059544,0,0,5.37,0.927471712112781,14.4685587089594,270.880074906351,0.197941357927201,0.042014468558709,0,0.00194769059543684,0.042014468558709,0.0439621591541458,0.0498052309404563,0.950194769059544,0.394962415930371,0.278649610971911,0.46306651919097,1538.07104492188,51703.21484375,58.9044036865234,tawa_G-TNC1,621.366943359375,0.439851135015488,2.29667091369629,135471.671875,0.42327031493187,1646.5146484375,1.10000000219657e-8,15.626371383667,0.694644570350647,54.3919258117676,32,20,24,27,31,23,2,6,28,28,19.25,14.375,22.4166666666667,7.0976253298153,21
G-VP,tawa,Fall20,47.2799301147461,-122.520011901855,38,0,4,0,5,0,0,2,0,0,0,2,0,2,0,0,0,0,0.0472330911123533,0,0,0,0.063163778647289,0.0690329793180548,0,0,0,0.00307434320849637,0,0,0,0.00139742873113471,0,0,0.769424259362772,0,0,29.61,0.621079436059872,20.6819452207937,60,0.656122416627844,0.179429849077697,0,0.00307434320849637,0.179429849077697,0.182504192286193,0.183901621017328,0.769424259362772,0.469603059475142,0.288012659897138,0.531508223471728,1917.86682128906,69052.4375,45.6546401977539,tawa_G-VP,226.020889282227,0.379430204629898,0.568484485149384,76035.3203125,0.15384204685688,1018.81127929688,NA,7.81550264358521,0.144007280468941,55.107292175293,4,5,6,14,15,7,NA,32,13,10,14.25,4.375,12.4166666666667,3.93139841688654,6
G-VP,tawa,Spring19,47.2799301147461,-122.520011901855,37,0,1,0,1,0,0,0,0,0,0,12,0,0,5,0,0,0,0.0472330911123533,0,0,0,0.063163778647289,0.0690329793180548,0,0,0,0.00307434320849637,0,0,0,0.00139742873113471,0,0,0.769424259362772,0,0,29.61,0.621079436059872,20.6819452207937,60,0.656122416627844,0.179429849077697,0,0.00307434320849637,0.179429849077697,0.182504192286193,0.183901621017328,0.769424259362772,0.469603059475142,0.288012659897138,0.531508223471728,1917.86682128906,69052.4375,45.6546401977539,tawa_G-VP,226.020889282227,0.379430204629898,0.568484485149384,76035.3203125,0.15384204685688,1018.81127929688,NA,7.81550264358521,0.144007280468941,55.107292175293,4,5,6,14,15,7,NA,32,13,10,14.25,4.375,12.4166666666667,3.93139841688654,6
G-VP,tawa,Spring20,47.2799301147461,-122.520011901855,45,0,2,0,4,0,17,0,0,0,0,6,0,0,1,0,0,0,0.0472330911123533,0,0,0,0.063163778647289,0.0690329793180548,0,0,0,0.00307434320849637,0,0,0,0.00139742873113471,0,0,0.769424259362772,0,0,29.61,0.621079436059872,20.6819452207937,60,0.656122416627844,0.179429849077697,0,0.00307434320849637,0.179429849077697,0.182504192286193,0.183901621017328,0.769424259362772,0.469603059475142,0.288012659897138,0.531508223471728,1917.86682128906,69052.4375,45.6546401977539,tawa_G-VP,226.020889282227,0.379430204629898,0.568484485149384,76035.3203125,0.15384204685688,1018.81127929688,NA,7.81550264358521,0.144007280468941,55.107292175293,4,5,6,14,15,7,NA,32,13,10,14.25,4.375,12.4166666666667,3.93139841688654,6
G-VP,tawa,Summer19,47.2799301147461,-122.520011901855,36,0,4,0,3,0,0,0,0,0,0,8,0,10,14,0,0,0,0.0472330911123533,0,0,0,0.063163778647289,0.0690329793180548,0,0,0,0.00307434320849637,0,0,0,0.00139742873113471,0,0,0.769424259362772,0,0,29.61,0.621079436059872,20.6819452207937,60,0.656122416627844,0.179429849077697,0,0.00307434320849637,0.179429849077697,0.182504192286193,0.183901621017328,0.769424259362772,0.469603059475142,0.288012659897138,0.531508223471728,1917.86682128906,69052.4375,45.6546401977539,tawa_G-VP,226.020889282227,0.379430204629898,0.568484485149384,76035.3203125,0.15384204685688,1018.81127929688,NA,7.81550264358521,0.144007280468941,55.107292175293,4,5,6,14,15,7,NA,32,13,10,14.25,4.375,12.4166666666667,3.93139841688654,6
G-VP,tawa,Summer20,47.2799301147461,-122.520011901855,28,0,1,0,2,0,0,0,0,0,0,3,0,18,0,0,0,0,0.0472330911123533,0,0,0,0.063163778647289,0.0690329793180548,0,0,0,0.00307434320849637,0,0,0,0.00139742873113471,0,0,0.769424259362772,0,0,29.61,0.621079436059872,20.6819452207937,60,0.656122416627844,0.179429849077697,0,0.00307434320849637,0.179429849077697,0.182504192286193,0.183901621017328,0.769424259362772,0.469603059475142,0.288012659897138,0.531508223471728,1917.86682128906,69052.4375,45.6546401977539,tawa_G-VP,226.020889282227,0.379430204629898,0.568484485149384,76035.3203125,0.15384204685688,1018.81127929688,NA,7.81550264358521,0.144007280468941,55.107292175293,4,5,6,14,15,7,NA,32,13,10,14.25,4.375,12.4166666666667,3.93139841688654,6
G-VP,tawa,Winter19,47.2799301147461,-122.520011901855,36,0,1,0,5,0,1,0,0,0,0,12,0,0,0,0,0,0,0.0472330911123533,0,0,0,0.063163778647289,0.0690329793180548,0,0,0,0.00307434320849637,0,0,0,0.00139742873113471,0,0,0.769424259362772,0,0,29.61,0.621079436059872,20.6819452207937,60,0.656122416627844,0.179429849077697,0,0.00307434320849637,0.179429849077697,0.182504192286193,0.183901621017328,0.769424259362772,0.469603059475142,0.288012659897138,0.531508223471728,1917.86682128906,69052.4375,45.6546401977539,tawa_G-VP,226.020889282227,0.379430204629898,0.568484485149384,76035.3203125,0.15384204685688,1018.81127929688,NA,7.81550264358521,0.144007280468941,55.107292175293,4,5,6,14,15,7,NA,32,13,10,14.25,4.375,12.4166666666667,3.93139841688654,6
P-BLP,tawa,Summer19,47.1616821289062,-122.282829284668,36,0,1,0,0,3,0,9,0,0,0,0,0,0,3,0,0,0,0.0355244755244755,0,0,0,0.00531468531468531,0.085034965034965,0,0.0013986013986014,0,0,0,0,0,0.00167832167832168,5.5944055944055e-4,0,0.861538461538461,0.00895104895104895,0,4.61,2.7972027972028,41.7715617715618,87.6678844812631,0.438935627421133,0.125874125874126,0.0013986013986014,0,0.127272727272727,0.127272727272727,0.128951048951049,0.862097902097902,0.581751054852321,0.410337552742616,0.539703698175439,1538.92529296875,60285.33203125,48.6904983520508,tawa_P-BLP,77.8189849853516,0.447197616100311,1.50571441650391,98904.296875,0.137524455785751,1681.01196289062,7.82310235081241e-6,8.47578048706055,0.377753078937531,55.6214866638184,2,23,16,20,14,24,10,36,16,22,24.75,6.75,21,6.6490765171504,19
P-CCP,tawa,Fall19,47.1814193725586,-122.320220947266,22,0,5,0,5,0,10,60,0,0,0,13,0,5,5,0,0,0,0.0421870663336109,0,0,0,0.106300305301138,0.0630030530113794,0,0.00138773244518457,0,0.00249791840133222,0,0,0,0.0335831251734666,0.0152650568970303,0,0.735775742436858,0,0,8.073,3.08384987818793,43.2047367934129,146.448587726669,0.635768718484221,0.211490424646128,0.00138773244518457,0.00249791840133222,0.212878157091313,0.215376075492645,0.248959200666112,0.751040799333888,0.820759694012134,0.630704299657083,0.673775227637718,754.403198242188,71848.015625,29.4804725646973,tawa_P-CCP,584.676391601562,0.462247550487518,2.60417318344116,97831.171875,0.100000001490116,1871.1279296875,4.55969675385859e-5,11.5483951568604,0.314018338918686,55.4027557373047,29,27,29,18,6,29,18,35,22,20,28.25,10.5,25.8333333333333,8.17941952506596,28
P-CCP,tawa,Fall20,47.1814193725586,-122.320220947266,46,0,9,0,5,0,9,38,0,0,0,43,0,14,4,0,0,0,0.0421870663336109,0,0,0,0.106300305301138,0.0630030530113794,0,0.00138773244518457,0,0.00249791840133222,0,0,0,0.0335831251734666,0.0152650568970303,0,0.735775742436858,0,0,8.073,3.08384987818793,43.2047367934129,146.448587726669,0.635768718484221,0.211490424646128,0.00138773244518457,0.00249791840133222,0.212878157091313,0.215376075492645,0.248959200666112,0.751040799333888,0.820759694012134,0.630704299657083,0.673775227637718,754.403198242188,71848.015625,29.4804725646973,tawa_P-CCP,584.676391601562,0.462247550487518,2.60417318344116,97831.171875,0.100000001490116,1871.1279296875,4.55969675385859e-5,11.5483951568604,0.314018338918686,55.4027557373047,29,27,29,18,6,29,18,35,22,20,28.25,10.5,25.8333333333333,8.17941952506596,28
P-CCP,tawa,Spring19,47.1814193725586,-122.320220947266,15,0,4,0,2,0,0,39,0,0,0,9,0,7,0,0,0,0,0.0421870663336109,0,0,0,0.106300305301138,0.0630030530113794,0,0.00138773244518457,0,0.00249791840133222,0,0,0,0.0335831251734666,0.0152650568970303,0,0.735775742436858,0,0,8.073,3.08384987818793,43.2047367934129,146.448587726669,0.635768718484221,0.211490424646128,0.00138773244518457,0.00249791840133222,0.212878157091313,0.215376075492645,0.248959200666112,0.751040799333888,0.820759694012134,0.630704299657083,0.673775227637718,754.403198242188,71848.015625,29.4804725646973,tawa_P-CCP,584.676391601562,0.462247550487518,2.60417318344116,97831.171875,0.100000001490116,1871.1279296875,4.55969675385859e-5,11.5483951568604,0.314018338918686,55.4027557373047,29,27,29,18,6,29,18,35,22,20,28.25,10.5,25.8333333333333,8.17941952506596,28
P-CCP,tawa,Spring20,47.1814193725586,-122.320220947266,27,0,1,0,2,0,19,60,0,0,0,24,0,5,4,0,0,0,0.0421870663336109,0,0,0,0.106300305301138,0.0630030530113794,0,0.00138773244518457,0,0.00249791840133222,0,0,0,0.0335831251734666,0.0152650568970303,0,0.735775742436858,0,0,8.073,3.08384987818793,43.2047367934129,146.448587726669,0.635768718484221,0.211490424646128,0.00138773244518457,0.00249791840133222,0.212878157091313,0.215376075492645,0.248959200666112,0.751040799333888,0.820759694012134,0.630704299657083,0.673775227637718,754.403198242188,71848.015625,29.4804725646973,tawa_P-CCP,584.676391601562,0.462247550487518,2.60417318344116,97831.171875,0.100000001490116,1871.1279296875,4.55969675385859e-5,11.5483951568604,0.314018338918686,55.4027557373047,29,27,29,18,6,29,18,35,22,20,28.25,10.5,25.8333333333333,8.17941952506596,28
P-CCP,tawa,Summer19,47.1814193725586,-122.320220947266,36,0,13,0,4,0,13,98,0,0,0,20,0,39,1,0,0,0,0.0421870663336109,0,0,0,0.106300305301138,0.0630030530113794,0,0.00138773244518457,0,0.00249791840133222,0,0,0,0.0335831251734666,0.0152650568970303,0,0.735775742436858,0,0,8.073,3.08384987818793,43.2047367934129,146.448587726669,0.635768718484221,0.211490424646128,0.00138773244518457,0.00249791840133222,0.212878157091313,0.215376075492645,0.248959200666112,0.751040799333888,0.820759694012134,0.630704299657083,0.673775227637718,754.403198242188,71848.015625,29.4804725646973,tawa_P-CCP,584.676391601562,0.462247550487518,2.60417318344116,97831.171875,0.100000001490116,1871.1279296875,4.55969675385859e-5,11.5483951568604,0.314018338918686,55.4027557373047,29,27,29,18,6,29,18,35,22,20,28.25,10.5,25.8333333333333,8.17941952506596,28
P-CCP,tawa,Summer20,47.1814193725586,-122.320220947266,46,0,6,0,9,0,8,180,0,0,0,38,0,41,0,0,0,0,0.0421870663336109,0,0,0,0.106300305301138,0.0630030530113794,0,0.00138773244518457,0,0.00249791840133222,0,0,0,0.0335831251734666,0.0152650568970303,0,0.735775742436858,0,0,8.073,3.08384987818793,43.2047367934129,146.448587726669,0.635768718484221,0.211490424646128,0.00138773244518457,0.00249791840133222,0.212878157091313,0.215376075492645,0.248959200666112,0.751040799333888,0.820759694012134,0.630704299657083,0.673775227637718,754.403198242188,71848.015625,29.4804725646973,tawa_P-CCP,584.676391601562,0.462247550487518,2.60417318344116,97831.171875,0.100000001490116,1871.1279296875,4.55969675385859e-5,11.5483951568604,0.314018338918686,55.4027557373047,29,27,29,18,6,29,18,35,22,20,28.25,10.5,25.8333333333333,8.17941952506596,28
P-CCP,tawa,Winter20,47.1814193725586,-122.320220947266,36,0,1,0,7,0,4,34,0,0,0,54,0,4,0,0,0,0,0.0421870663336109,0,0,0,0.106300305301138,0.0630030530113794,0,0.00138773244518457,0,0.00249791840133222,0,0,0,0.0335831251734666,0.0152650568970303,0,0.735775742436858,0,0,8.073,3.08384987818793,43.2047367934129,146.448587726669,0.635768718484221,0.211490424646128,0.00138773244518457,0.00249791840133222,0.212878157091313,0.215376075492645,0.248959200666112,0.751040799333888,0.820759694012134,0.630704299657083,0.673775227637718,754.403198242188,71848.015625,29.4804725646973,tawa_P-CCP,584.676391601562,0.462247550487518,2.60417318344116,97831.171875,0.100000001490116,1871.1279296875,4.55969675385859e-5,11.5483951568604,0.314018338918686,55.4027557373047,29,27,29,18,6,29,18,35,22,20,28.25,10.5,25.8333333333333,8.17941952506596,28
P-CUP,tawa,Fall19,47.2729530334473,-122.471321105957,36,0,15,0,2,0,0,8,0,0,0,25,0,3,4,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-CUP,tawa,Fall20,47.2729530334473,-122.471321105957,37,0,22,0,9,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-CUP,tawa,Spring19,47.2729530334473,-122.471321105957,38,0,20,0,16,0,0,7,0,0,0,20,0,0,18,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-CUP,tawa,Spring20,47.2729530334473,-122.471321105957,44,0,15,0,3,0,0,1,0,0,0,17,0,0,12,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-CUP,tawa,Summer19,47.2729530334473,-122.471321105957,37,0,54,0,1,0,0,6,0,0,0,65,0,0,41,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-CUP,tawa,Summer20,47.2729530334473,-122.471321105957,41,0,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-CUP,tawa,Winter19,47.2729530334473,-122.471321105957,37,0,7,0,6,0,0,1,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-CUP,tawa,Winter20,47.2729530334473,-122.471321105957,38,0,11,0,21,0,0,3,0,0,0,36,0,0,48,0,0,0,0,0,0,0,0.0300500834724541,0.0180856983861992,0,0,0,0,0,0,0,0,0,0.00584307178631052,0.774346132442961,0,0,4.365,1.23662894948371,24.1142645149323,327.738636073762,0.658118963299413,0.0481357818586533,0,0,0.0481357818586533,0.0481357818586533,0.0539788536449638,0.774346132442961,0.448048523206751,0.218486286919831,0.331496356440858,2166.70922851562,107747.171875,43.3325996398926,tawa_P-CUP,1099.23828125,0.42291185259819,3.05934238433838,59674.01953125,0.40920951962471,1832.01318359375,2.67069990513846e-5,8.46603012084961,0.709764182567596,54.6388206481934,39,16,31,13,30,27,13,17,15,29,18.75,16.125,23.25,7.36147757255937,25
P-DPV,tawa,Fall19,47.3165092468262,-122.543640136719,35,0,37,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-DPV,tawa,Fall20,47.3165092468262,-122.543640136719,37,0,19,0,0,1,0,34,0,0,0,8,0,0,0,0,0,0,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-DPV,tawa,Spring19,47.3165092468262,-122.543640136719,37,0,6,0,0,0,0,27,0,0,0,3,0,0,1,0,0,0,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-DPV,tawa,Spring20,47.3165092468262,-122.543640136719,51,0,15,0,0,0,0,13,0,0,0,26,0,0,0,0,1,0,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-DPV,tawa,Summer19,47.3165092468262,-122.543640136719,36,0,11,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-DPV,tawa,Summer20,47.3165092468262,-122.543640136719,31,0,13,0,0,6,1,41,0,0,0,4,0,0,0,0,0,0,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-DPV,tawa,Winter19,47.3165092468262,-122.543640136719,36,0,10,0,8,2,5,11,0,0,0,0,0,0,0,0,0,4,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-DPV,tawa,Winter20,47.3165092468262,-122.543640136719,37,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0.236915367483296,0,0,0,0.0141982182628062,0.00807349665924276,0,0,0,0,0,0,0,0,0,0.00194877505567929,0.0520601336302895,0,0,28.14,0.927988121752042,39.2538975501114,60,0.762523717563079,0.259187082405345,0,0,0.259187082405345,0.259187082405345,0.261135857461025,0.0520601336302895,0.304691618344755,0.301792303637322,0.179585659624741,0,84868,0.393925249576569,tawa_P-DPV,490,0.40330582857132,0.899999976158142,52797.48046875,0.119999997317791,1219.30004882812,NA,1.58000004291534,0.129999995231628,54.7943382263184,21,10,10,9,9,12,NA,21,6,5,12.25,5.625,11.9166666666667,3.77308707124011,5
P-GP,tawa,Fall19,47.269889831543,-122.457450866699,35,0,32,0,0,0,1,16,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
P-GP,tawa,Fall20,47.269889831543,-122.457450866699,22,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
