site,city,season,lat,long,days.active,Black bear,Black-tailed deer,Bobcat,Coyote,Douglas squirrel,Eastern cottontail rabbit,Eastern gray squirrel,Elk,Fox squirrel,Mountain lion,Raccoon,River otter,Striped skunk,Virginia opossum,Weasel (cannot ID),Western Chipmunks,Western gray squirrel,for_ever_temp,for_ever_taig,for_ever_trop,for_dec_trop,for_dec_temp,for_mix,shrub_trop,shrub_temp,grass_trop,grass_temp,shrub_lich,grass_lich,barren_lich,wetland,cropland,barren,urban,water,ice,mpa_undev,pd_undev,ed_undev,enn_mn_undev,sdhi,for_all,shrub_all,grass_all,veg_woody,veg_all,natural,develop,prop_ndvi_0.5,prop_ndvi_0.6,prop_ndvi_avg,POPDEN2020,med_income,Impervious,city_site,units_lead,pm2.5_count,avg_ptsdf,prox_heavy_traffic,avg_pnpl,avg_rsei,avg_pwdis,diesel_tons_km2,avg_prmp,avg_ozone,TAWA_LEAD_PCT,TAWA_PM25_PCT,TAWA_PTSDF_PCT,TAWA_TRAFFIC_PCT,TAWA_PNPL_PCT,TAWA_TOXIC_PCT,TAWA_PWDIS_PCT,TAWA_OZONE_PCT,TAWA_DIESEL_PCT,TAWA_PRMP_PCT,TAWA_EXPOSURE,TAWA_RISK,TAWA_BURDEN,TAWA_BURDEN_SCALED,TAWA_BURDEN_PERCENTILE
P-GP,tawa,Spring19,47.269889831543,-122.457450866699,38,0,8,0,4,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
P-GP,tawa,Spring20,47.269889831543,-122.457450866699,46,0,16,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
P-GP,tawa,Summer19,47.269889831543,-122.457450866699,37,0,3,0,4,0,0,5,0,0,0,12,0,0,7,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
P-GP,tawa,Summer20,47.269889831543,-122.457450866699,29,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
P-GP,tawa,Winter19,47.269889831543,-122.457450866699,37,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
P-GP,tawa,Winter20,47.269889831543,-122.457450866699,37,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3194675540765e-4,0.00249584026622296,0,0,0,0,0,0,0,0,0,0.00471436494731004,0.710205213533001,0,0,0.522,1.5406421396438,6.19338140136809,354.123583406904,0.638724254285938,0.00332778702163062,0,0,0.00332778702163062,0.00332778702163062,0.00804215196894065,0.710205213533001,0.308148734177215,0.147811181434599,0.174062714500898,3156.25708007812,74638.7734375,43.076042175293,tawa_P-GP,1313.63781738281,0.462815433740616,5.24815368652344,80270.5625,0.549712181091309,2413.89404296875,3.20275939884596e-5,13.4843721389771,1.81047415733337,54.4302825927734,41,28,37,15,34,38,14,11,25,35,25.5,18.375,29.25,9.26121372031662,37
P-JCP,tawa,Winter19,47.2857666015625,-122.504890441895,15,0,2,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0.00554785020804438,0,0,0,0.0244105409153953,0.0163661581137309,0,0,0,0,0,0,0,0,0,0,0.953675450762829,0,0,7.515,0.61642780089382,14.8867313915858,134.164078649987,0.187547475254437,0.0463245492371706,0,0,0.0463245492371706,0.0463245492371706,0.0463245492371706,0.953675450762829,0.386441572144553,0.161698760221577,0.493610657243521,2232.93505859375,83236.4296875,55.8121910095215,tawa_P-JCP,634.412841796875,0.402061611413956,1.0671272277832,48109.97265625,0.159438356757164,1288.61511230469,NA,5.96436977386475,0.160521924495697,54.8103294372559,34,7,12,6,17,18,NA,27,11,11,15.75,9.25,16.6666666666667,5.27704485488127,13
P-LCC,tawa,Winter19,47.2329521179199,-122.39436340332,36,0,2,0,81,0,0,1,0,0,0,2,0,0,0,0,0,0,0.00222407561857103,0,0,0,0.0394773422296358,0.018348623853211,0,0.0252988601612455,0,0.010286349735891,0,0,0,0.0108423686405338,0.0642201834862385,0,0.79427300528218,0.0350291909924937,0,2.8725,3.70679269761839,43.2768047446947,103.874441191211,0.715149521973098,0.0600500417014178,0.0252988601612455,0.010286349735891,0.0853489018626633,0.0956352515985543,0.106477620239088,0.858493188768418,0.570166183065154,0.435373252439989,0.547250189398045,785.470642089844,71365.0546875,39.4885215759277,tawa_P-LCC,331.553253173828,0.581049025058746,3.76707291603088,221882.171875,0.24142861366272,1718.23034667969,7.42125994293019e-5,30.4342269897461,2.52501773834229,54.4378318786621,12,38,33,39,24,26,24,12,38,36,28.5,13.125,27.75,8.78627968337731,32
P-MKP2,tawa,Fall20,47.2352294921875,-122.423698425293,30,0,3,0,5,0,0,13,0,0,0,1,0,0,2,0,0,0,0.00388565084651679,0,0,0,0.0019428254232584,0.00360810435747988,0,0,0,0,0,0,0,0,0,0,0.98834304746045,0.00222037191229531,0,3.06,0.308384987818793,3.33055786844296,0,0.069159696281661,0.00943658062725507,0,0,0.00943658062725507,0.00943658062725507,0.00943658062725507,0.98834304746045,0.242124686964545,0.153947541847898,0.359781674818789,1151.49658203125,65988.3671875,69.3052444458008,tawa_P-MKP2,375.81787109375,0.553490579128265,5.09002304077148,231000,0.56921911239624,1697.95031738281,5.92558499192819e-5,33.8298492431641,3.42867040634155,54.0700950622559,16,36,36,41,35,25,22,4,41,40,26.5,15.875,28.25,8.94459102902375,33
P-MKP2,tawa,Summer19,47.2350921630859,-122.424713134766,20,0,1,0,0,0,0,19,0,0,0,5,0,0,0,0,0,0,0.00388565084651679,0,0,0,0.0019428254232584,0.00360810435747988,0,0,0,0,0,0,0,0,0,0,0.98834304746045,0.00222037191229531,0,3.06,0.308384987818793,3.33055786844296,0,0.069159696281661,0.00943658062725507,0,0,0.00943658062725507,0.00943658062725507,0.00943658062725507,0.98834304746045,0.242124686964545,0.153947541847898,0.359781674818789,1151.49658203125,65988.3671875,69.3052444458008,tawa_P-MKP2,375.81787109375,0.553490579128265,5.09002304077148,231000,0.56921911239624,1697.95031738281,5.92558499192819e-5,33.8298492431641,3.42867040634155,54.0700950622559,16,36,36,41,35,25,22,4,41,40,26.5,15.875,28.25,8.94459102902375,33
P-OB,tawa,Fall19,47.3131904602051,-122.530456542969,36,0,3,0,1,28,0,27,0,0,0,3,0,0,0,0,0,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OB,tawa,Fall20,47.3131904602051,-122.530456542969,37,0,6,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OB,tawa,Spring19,47.3131904602051,-122.530456542969,37,0,2,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OB,tawa,Spring20,47.3131904602051,-122.530456542969,49,0,7,0,0,0,0,13,0,0,0,7,0,0,1,0,1,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OB,tawa,Summer19,47.3131904602051,-122.530456542969,36,0,2,0,0,20,0,7,0,0,0,9,0,0,0,0,0,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OB,tawa,Summer20,47.3131904602051,-122.530456542969,31,0,3,0,0,2,1,13,0,0,0,1,0,0,0,0,2,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OB,tawa,Winter19,47.3131904602051,-122.530456542969,33,0,3,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OB,tawa,Winter20,47.3131904602051,-122.530456542969,37,0,8,0,1,0,0,12,0,0,0,11,0,0,0,0,0,0,0.390785456563975,0,0,0,0.0155426033860672,0.0185956147654732,0,0,0,0,0,0,0,0,0,0.00555092978073827,0.0982514571190675,0,0,19.9414285714286,2.15869491473155,59.9500416319734,60,0.945345125934432,0.424923674715515,0,0,0.424923674715515,0.424923674715515,0.430474604496253,0.0982514571190675,0.526308848740604,0.521297639456679,0.362199892085671,0,84868,0.836609601974487,tawa_P-OB,490,0.40330582857132,0.899999916553497,52797.4765625,0.119999997317791,1219.30004882812,NA,1.57999992370605,0.129999995231628,54.7943382263184,22,11,9,8,10,13,NA,22,5,6,12.75,5.875,12.4166666666667,3.93139841688654,7
P-OLT,tawa,Fall19,46.9126510620117,-122.272743225098,38,0,4,3,4,2,1,0,0,0,0,5,0,0,27,0,6,0,0.23672442705422,0,0,0,0.019284516489659,0.453605366126328,0,0.0162101732811627,0,0.0072666294019005,0,0,0,0.0413638904415875,0.0793739519284516,0,0.0676355505869201,0.0785354946897708,0,35.6271428571429,2.17377802620955,71.9209986957332,61.0117199035705,0.781042981713775,0.709614309670207,0.0162101732811627,0.0072666294019005,0.725824482951369,0.73309111235327,0.774455002794857,0.147009502515372,0.896610840036925,0.845180007912436,0.747569518465069,28.5096969604492,64019,1.20331859588623,tawa_P-OLT,363,0.257330149412155,0.0399999991059303,9500,0.0399999991059303,46.3100051879883,2.30000019030285e-8,0.180000007152557,0.0399999991059303,58.6349830627441,15,1,1,1,1,3,8,41,1,1,11.5,2.25,9.16666666666667,2.9023746701847,3
P-OLT,tawa,Fall20,46.9126510620117,-122.272743225098,36,0,12,2,10,0,0,0,0,0,0,3,0,0,5,0,0,0,0.23672442705422,0,0,0,0.019284516489659,0.453605366126328,0,0.0162101732811627,0,0.0072666294019005,0,0,0,0.0413638904415875,0.0793739519284516,0,0.0676355505869201,0.0785354946897708,0,35.6271428571429,2.17377802620955,71.9209986957332,61.0117199035705,0.781042981713775,0.709614309670207,0.0162101732811627,0.0072666294019005,0.725824482951369,0.73309111235327,0.774455002794857,0.147009502515372,0.896610840036925,0.845180007912436,0.747569518465069,28.5096969604492,64019,1.20331859588623,tawa_P-OLT,363,0.257330149412155,0.0399999991059303,9500,0.0399999991059303,46.3100051879883,2.30000019030285e-8,0.180000007152557,0.0399999991059303,58.6349830627441,15,1,1,1,1,3,8,41,1,1,11.5,2.25,9.16666666666667,2.9023746701847,3
P-OLT,tawa,Spring19,46.9126510620117,-122.272743225098,36,0,8,0,6,3,0,0,0,0,0,13,0,0,5,0,0,0,0.23672442705422,0,0,0,0.019284516489659,0.453605366126328,0,0.0162101732811627,0,0.0072666294019005,0,0,0,0.0413638904415875,0.0793739519284516,0,0.0676355505869201,0.0785354946897708,0,35.6271428571429,2.17377802620955,71.9209986957332,61.0117199035705,0.781042981713775,0.709614309670207,0.0162101732811627,0.0072666294019005,0.725824482951369,0.73309111235327,0.774455002794857,0.147009502515372,0.896610840036925,0.845180007912436,0.747569518465069,28.5096969604492,64019,1.20331859588623,tawa_P-OLT,363,0.257330149412155,0.0399999991059303,9500,0.0399999991059303,46.3100051879883,2.30000019030285e-8,0.180000007152557,0.0399999991059303,58.6349830627441,15,1,1,1,1,3,8,41,1,1,11.5,2.25,9.16666666666667,2.9023746701847,3
P-OLT,tawa,Spring20,46.9126510620117,-122.272743225098,51,0,30,2,13,7,0,0,1,0,0,6,0,0,9,0,8,0,0.23672442705422,0,0,0,0.019284516489659,0.453605366126328,0,0.0162101732811627,0,0.0072666294019005,0,0,0,0.0413638904415875,0.0793739519284516,0,0.0676355505869201,0.0785354946897708,0,35.6271428571429,2.17377802620955,71.9209986957332,61.0117199035705,0.781042981713775,0.709614309670207,0.0162101732811627,0.0072666294019005,0.725824482951369,0.73309111235327,0.774455002794857,0.147009502515372,0.896610840036925,0.845180007912436,0.747569518465069,28.5096969604492,64019,1.20331859588623,tawa_P-OLT,363,0.257330149412155,0.0399999991059303,9500,0.0399999991059303,46.3100051879883,2.30000019030285e-8,0.180000007152557,0.0399999991059303,58.6349830627441,15,1,1,1,1,3,8,41,1,1,11.5,2.25,9.16666666666667,2.9023746701847,3
P-OLT,tawa,Summer19,46.9126510620117,-122.272743225098,36,0,5,0,1,4,0,0,0,0,0,13,0,0,6,0,21,0,0.23672442705422,0,0,0,0.019284516489659,0.453605366126328,0,0.0162101732811627,0,0.0072666294019005,0,0,0,0.0413638904415875,0.0793739519284516,0,0.0676355505869201,0.0785354946897708,0,35.6271428571429,2.17377802620955,71.9209986957332,61.0117199035705,0.781042981713775,0.709614309670207,0.0162101732811627,0.0072666294019005,0.725824482951369,0.73309111235327,0.774455002794857,0.147009502515372,0.896610840036925,0.845180007912436,0.747569518465069,28.5096969604492,64019,1.20331859588623,tawa_P-OLT,363,0.257330149412155,0.0399999991059303,9500,0.0399999991059303,46.3100051879883,2.30000019030285e-8,0.180000007152557,0.0399999991059303,58.6349830627441,15,1,1,1,1,3,8,41,1,1,11.5,2.25,9.16666666666667,2.9023746701847,3
P-OLT,tawa,Summer20,46.9126510620117,-122.272743225098,44,0,21,4,15,0,0,0,0,0,2,2,0,0,3,0,15,0,0.23672442705422,0,0,0,0.019284516489659,0.453605366126328,0,0.0162101732811627,0,0.0072666294019005,0,0,0,0.0413638904415875,0.0793739519284516,0,0.0676355505869201,0.0785354946897708,0,35.6271428571429,2.17377802620955,71.9209986957332,61.0117199035705,0.781042981713775,0.709614309670207,0.0162101732811627,0.0072666294019005,0.725824482951369,0.73309111235327,0.774455002794857,0.147009502515372,0.896610840036925,0.845180007912436,0.747569518465069,28.5096969604492,64019,1.20331859588623,tawa_P-OLT,363,0.257330149412155,0.0399999991059303,9500,0.0399999991059303,46.3100051879883,2.30000019030285e-8,0.180000007152557,0.0399999991059303,58.6349830627441,15,1,1,1,1,3,8,41,1,1,11.5,2.25,9.16666666666667,2.9023746701847,3
P-OLT,tawa,Winter20,46.9126510620117,-122.272743225098,36,0,1,0,6,0,0,0,0,0,0,5,0,0,21,0,0,0,0.23672442705422,0,0,0,0.019284516489659,0.453605366126328,0,0.0162101732811627,0,0.0072666294019005,0,0,0,0.0413638904415875,0.0793739519284516,0,0.0676355505869201,0.0785354946897708,0,35.6271428571429,2.17377802620955,71.9209986957332,61.0117199035705,0.781042981713775,0.709614309670207,0.0162101732811627,0.0072666294019005,0.725824482951369,0.73309111235327,0.774455002794857,0.147009502515372,0.896610840036925,0.845180007912436,0.747569518465069,28.5096969604492,64019,1.20331859588623,tawa_P-OLT,363,0.257330149412155,0.0399999991059303,9500,0.0399999991059303,46.3100051879883,2.30000019030285e-8,0.180000007152557,0.0399999991059303,58.6349830627441,15,1,1,1,1,3,8,41,1,1,11.5,2.25,9.16666666666667,2.9023746701847,3
P-OV1,tawa,Summer19,46.8700981140137,-122.343276977539,23,0,4,0,6,0,0,0,27,0,0,2,0,0,0,0,0,0,0.149875104079933,0,0,0,0.0152650568970303,0.28864834859839,0,0.0824313072439634,0,0.0338606716625035,0,0,0,0.111573688592839,0.231473771856786,0,0.086872051068554,0,0,18.42,3.70061985382552,75.5851605143862,65.5901699437495,0.812201336214067,0.453788509575354,0.0824313072439634,0.0338606716625035,0.536219816819317,0.570080488481821,0.68165417707466,0.31834582292534,0.969141500725307,0.92113939074245,0.807126899832128,14.4591150283813,68914.484375,1.92624938488007,tawa_P-OV1,288.067657470703,0.29457825422287,0.042827632278204,13317.3076171875,0.042827632278204,42.7952499389648,2.07378914041101e-8,0.222414538264275,0.042827632278204,58.6349792480469,6,4,2,4,2,1,5,40,3,2,12,1.5,9,2.84960422163588,1
P-PCNA2,tawa,Fall19,47.2768325805664,-122.484329223633,36,0,2,0,3,0,0,1,0,0,0,7,0,0,6,0,0,0,0.0117024240735581,0,0,0,0.037057676232934,0.031763722485372,0,0,0,0,0,0,0,0,0,0.00724435775982168,0.803845082195598,0,0,4.725,1.85752763072351,31.763722485372,153.58830001499,0.629904159426822,0.080523822791864,0,0,0.080523822791864,0.080523822791864,0.0877681805516857,0.803845082195598,0.508767303889255,0.252340145023072,0.411390769776174,1916.34228515625,110701.6875,44.7434196472168,tawa_P-PCNA2,908.64306640625,0.407174855470657,1.93756806850433,52793.92578125,0.264837741851807,1379.16491699219,NA,6.61343955993652,0.264660060405731,54.7384910583496,36,14,19,7,25,19,NA,18,12,18,15.75,12.25,18.6666666666667,5.91029023746702,15
P-PCNA2,tawa,Fall20,47.2768325805664,-122.484329223633,36,0,3,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0.0117024240735581,0,0,0,0.037057676232934,0.031763722485372,0,0,0,0,0,0,0,0,0,0.00724435775982168,0.803845082195598,0,0,4.725,1.85752763072351,31.763722485372,153.58830001499,0.629904159426822,0.080523822791864,0,0,0.080523822791864,0.080523822791864,0.0877681805516857,0.803845082195598,0.508767303889255,0.252340145023072,0.411390769776174,1916.34228515625,110701.6875,44.7434196472168,tawa_P-PCNA2,908.64306640625,0.407174855470657,1.93756806850433,52793.92578125,0.264837741851807,1379.16491699219,NA,6.61343955993652,0.264660060405731,54.7384910583496,36,14,19,7,25,19,NA,18,12,18,15.75,12.25,18.6666666666667,5.91029023746702,15
P-PCNA2,tawa,Spring19,47.2768325805664,-122.484329223633,38,0,24,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0.0117024240735581,0,0,0,0.037057676232934,0.031763722485372,0,0,0,0,0,0,0,0,0,0.00724435775982168,0.803845082195598,0,0,4.725,1.85752763072351,31.763722485372,153.58830001499,0.629904159426822,0.080523822791864,0,0,0.080523822791864,0.080523822791864,0.0877681805516857,0.803845082195598,0.508767303889255,0.252340145023072,0.411390769776174,1916.34228515625,110701.6875,44.7434196472168,tawa_P-PCNA2,908.64306640625,0.407174855470657,1.93756806850433,52793.92578125,0.264837741851807,1379.16491699219,NA,6.61343955993652,0.264660060405731,54.7384910583496,36,14,19,7,25,19,NA,18,12,18,15.75,12.25,18.6666666666667,5.91029023746702,15
P-PCNA2,tawa,Summer19,47.2768325805664,-122.484329223633,37,0,8,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0.0117024240735581,0,0,0,0.037057676232934,0.031763722485372,0,0,0,0,0,0,0,0,0,0.00724435775982168,0.803845082195598,0,0,4.725,1.85752763072351,31.763722485372,153.58830001499,0.629904159426822,0.080523822791864,0,0,0.080523822791864,0.080523822791864,0.0877681805516857,0.803845082195598,0.508767303889255,0.252340145023072,0.411390769776174,1916.34228515625,110701.6875,44.7434196472168,tawa_P-PCNA2,908.64306640625,0.407174855470657,1.93756806850433,52793.92578125,0.264837741851807,1379.16491699219,NA,6.61343955993652,0.264660060405731,54.7384910583496,36,14,19,7,25,19,NA,18,12,18,15.75,12.25,18.6666666666667,5.91029023746702,15
P-PCNA2,tawa,Summer20,47.2768325805664,-122.484329223633,48,0,1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0.0117024240735581,0,0,0,0.037057676232934,0.031763722485372,0,0,0,0,0,0,0,0,0,0.00724435775982168,0.803845082195598,0,0,4.725,1.85752763072351,31.763722485372,153.58830001499,0.629904159426822,0.080523822791864,0,0,0.080523822791864,0.080523822791864,0.0877681805516857,0.803845082195598,0.508767303889255,0.252340145023072,0.411390769776174,1916.34228515625,110701.6875,44.7434196472168,tawa_P-PCNA2,908.64306640625,0.407174855470657,1.93756806850433,52793.92578125,0.264837741851807,1379.16491699219,NA,6.61343955993652,0.264660060405731,54.7384910583496,36,14,19,7,25,19,NA,18,12,18,15.75,12.25,18.6666666666667,5.91029023746702,15
P-PCNA2,tawa,Winter19,47.2768325805664,-122.484329223633,36,0,1,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0.0117024240735581,0,0,0,0.037057676232934,0.031763722485372,0,0,0,0,0,0,0,0,0,0.00724435775982168,0.803845082195598,0,0,4.725,1.85752763072351,31.763722485372,153.58830001499,0.629904159426822,0.080523822791864,0,0,0.080523822791864,0.080523822791864,0.0877681805516857,0.803845082195598,0.508767303889255,0.252340145023072,0.411390769776174,1916.34228515625,110701.6875,44.7434196472168,tawa_P-PCNA2,908.64306640625,0.407174855470657,1.93756806850433,52793.92578125,0.264837741851807,1379.16491699219,NA,6.61343955993652,0.264660060405731,54.7384910583496,36,14,19,7,25,19,NA,18,12,18,15.75,12.25,18.6666666666667,5.91029023746702,15
P-PCNA2,tawa,Winter20,47.2768325805664,-122.484329223633,37,0,7,0,1,0,0,2,0,0,0,10,0,0,0,0,0,0,0.0117024240735581,0,0,0,0.037057676232934,0.031763722485372,0,0,0,0,0,0,0,0,0,0.00724435775982168,0.803845082195598,0,0,4.725,1.85752763072351,31.763722485372,153.58830001499,0.629904159426822,0.080523822791864,0,0,0.080523822791864,0.080523822791864,0.0877681805516857,0.803845082195598,0.508767303889255,0.252340145023072,0.411390769776174,1916.34228515625,110701.6875,44.7434196472168,tawa_P-PCNA2,908.64306640625,0.407174855470657,1.93756806850433,52793.92578125,0.264837741851807,1379.16491699219,NA,6.61343955993652,0.264660060405731,54.7384910583496,36,14,19,7,25,19,NA,18,12,18,15.75,12.25,18.6666666666667,5.91029023746702,15
