site,N,shannon.di,simpson.di,inv.simpson.di,richness,evenness,city,for_ever_temp,for_ever_taig,for_ever_trop,for_dec_trop,for_dec_temp,for_mix,shrub_trop,shrub_temp,grass_trop,grass_temp,shrub_lich,grass_lich,barren_lich,wetland,cropland,barren,urban,water,ice,mpa_undev,pd_undev,ed_undev,enn_mn_undev,sdhi,for_all,shrub_all,grass_all,veg_woody,veg_all,natural,develop,prop_ndvi_0.5,prop_ndvi_0.6,prop_ndvi_avg,POPDEN2020,med_income,Impervious,city_site,units_lead,pm2.5_count,avg_ptsdf,prox_heavy_traffic,avg_pnpl,avg_rsei,avg_pwdis,diesel_tons_km2,avg_prmp,avg_ozone,LEAD_PCT,PM25_PCT,PTSDF_PCT,TRAFFIC_PCT,PNPL_PCT,TOXIC_PCT,PWDIS_PCT,OZONE_PCT,DIESEL_PCT,PRMP_PCT,EXPOSURE,RISK,BURDEN,BURDEN_SCALED,BURDEN_PERCENTILE
MBC1,26,1.7028156554691976,0.7751479289940828,4.447368421052631,8,0.8188812338978337,sewa,0.0418060200668896,0,0,0,0.04041248606466,0.0337235228539576,0,0.00891861761426979,0,0.00613154960981048,0,0,0,0.116499442586399,0.0769230769230769,0.00278706800445931,0.672798216276477,0,0,6.21692307692308,4.02576489533011,58.7142326272761,95.2134958906699,0.810621435588258,0.115942028985507,0.00891861761426979,0.00613154960981048,0.124860646599777,0.130992196209588,0.250278706800446,0.749721293199554,0.931557431095872,0.85625741790848,0.754359457116182,551.281982421875,201386.109375,19.4714984893799,sewa_MBC1,57.0319900512695,0.408764898777008,1.44235730171204,55519.69140625,0.0438195280730724,1823.87622070312,7.25309178051248e-7,4.6410698890686,0.36768639087677,52.3770713806152,4,22,25,21,7,32,14,25,18,34,24.25,8.75,22,3.54838709677419,9
FRD1,139,1.4962971979387805,0.7278091196107862,3.6738923749762313,8,0.7195668490541102,sewa,0.0455944055944056,0,0,0,0.0763636363636364,0.327552447552448,0,0.0360839160839161,0,0.0195804195804196,0,0,0,0.151048951048951,0.217062937062937,0,0.126713286713287,0,0,30.1628571428571,2.17560217560218,89.8834498834499,60,0.869782793857989,0.449510489510489,0.0360839160839161,0.0195804195804196,0.485594405594406,0.505174825174825,0.656223776223776,0.343776223776224,0.956498813604007,0.929343527550751,0.806687909739488,56.1112060546875,135492.0625,2.03275394439697,sewa_FRD1,130.527221679688,0.401117503643036,0.116962738335133,22016.70703125,0.0361604541540146,1179.60620117188,NA,1.36604571342468,0.100000001490116,52.759220123291,9,11,8,6,2,11,NA,28,7,6,14.25,3.125,11.5833333333333,1.86827956989247,2
HFW1,142,1.492970541201448,0.746379686570125,3.9429018380915135,7,0.7672350863302937,sewa,0.0191453940066593,0,0,0,0.0160932297447281,0.0213651498335183,0,0,0,8.3240843507214e-4,0,0,0,0.0238623751387347,0,5.5493895671476e-4,0.918146503884573,0,0,2.41363636363636,3.39129362436799,27.3769885312616,155.065441938127,0.28327307654375,0.0566037735849057,0,8.3240843507214e-4,0.0566037735849057,0.0574361820199778,0.0818534961154273,0.918146503884573,0.625049439683586,0.427949901120633,0.538298621682613,1690.01232910156,97799.8984375,53.003589630127,sewa_HFW1,161.760589599609,0.454377353191376,1.64166378974915,211000,0.0540319159626961,5487.25439453125,1.45321491800132e-5,10.6546955108643,0.238535284996033,48.6684150695801,13,44,28,65,11,56,20,9,34,25,35.75,9.625,30.25,4.87903225806452,24
NRP1,115,1.4877084942685985,0.7349716446124763,3.7731811697574886,7,0.7645309291340305,sewa,0.0208739215140551,0,0,0,0.0133593097689953,0.0217088783746173,0,0,0,0,0,0,0,0.00445310325633176,0.00250487058168661,0,0.93543000278319,0.00166991372112441,0,1.77545454545455,3.40167609858676,25.4197977548938,121.453219851998,0.257641045194856,0.0559421096576677,0,0,0.0559421096576677,0.0559421096576677,0.0603952129139995,0.937934873364876,0.737903757415952,0.518391562294001,0.591359130292885,1750.91271972656,125898.234375,43.7139587402344,sewa_NRP1,169.665130615234,0.421798408031464,3.71784400939941,209619.359375,0.0599999986588955,8254.640625,1.61099592332903e-6,17.3865814208984,0.770943105220795,50.0327835083008,15,25,49,63,14,60,16,12,53,47,37.5,15.625,35.4166666666667,5.71236559139785,32
RHF1,28,1.4777236536615048,0.6887755102040816,3.2131147540983607,8,0.7106348623139245,sewa,0.0950517193178641,0,0,0,0.0760413754542913,0.451216102879508,0,0.025440313111546,0,0.0100642996924797,0,0,0,0.127760693318423,0.0891808778305843,0,0.125244618395303,0,0,31.6125,2.48501226974808,58.9879787531451,65.2437961412556,0.665342623784773,0.622309197651663,0.025440313111546,0.0100642996924797,0.647749510763209,0.657813810455689,0.785574503774112,0.214425496225888,0.967474321833026,0.946273373716092,0.847479037960124,62.356086730957,137418.390625,2.05790114402771,sewa_RHF1,126.280250549316,0.408043593168259,0.129595130681992,23465.3359375,0.0377650074660778,1204.71276855469,2.90999992103025e-7,1.54453122615814,0.100500844419003,52.5020904541016,8,21,9,7,3,13,10,27,8,7,17.25,3.375,13.75,2.21774193548387,3
DSP1,104,1.379666101026056,0.7194896449704142,3.5649307844429794,6,0.7700063120751686,sewa,0.0171983356449376,0,0,0,0.254646324549237,0.049375866851595,0,0.0158113730929265,0,0.0105409153952843,0,0,0,0.0260748959778086,0.0205270457697642,0.0346740638002774,0.379472954230236,0,0,14.72,2.77392510402219,65.5570966250578,80.9186588439132,1.12984110131756,0.32122052704577,0.0158113730929265,0.0105409153952843,0.337031900138696,0.347572815533981,0.408321775312067,0.4,0.719541139240506,0.639636075949367,0.598075399268281,234.136138916016,122888.9921875,12.351824760437,sewa_DSP1,1013.68402099609,0.43645179271698,5.77377843856812,43595.5703125,0.121693804860115,10111.7255859375,3.30266593664419e-5,9.79586124420166,1.18407166004181,50.5200805664062,70,32,58,12,29,63,29,17,31,55,35.75,26.5,41.5,6.69354838709677,44
FGL1,27,1.3207345904911372,0.7215363511659808,3.5911330049261085,5,0.8206185403534265,sewa,0,0,0,0,0.00334261838440111,0.00835654596100279,0,0.00724233983286908,0,0.00807799442896936,0,0,0,0.00194986072423398,0.00473537604456825,0.00139275766016713,0.953760445682451,0.011142061281337,0,1.635,1.85701021355617,15.5988857938719,216.925824035673,0.22670904567165,0.0116991643454039,0.00724233983286908,0.00807799442896936,0.018941504178273,0.0270194986072423,0.0303621169916435,0.958495821727019,0.604614370468029,0.450362557679631,0.551969321334661,1180.5966796875,56383.08984375,49.78955078125,sewa_FGL1,414.876281738281,0.457268536090851,5.4626784324646,244781.21875,0.375022143125534,11932.498046875,0.027448171749711,21.7037334442139,1.10559916496277,50.936710357666,36,46,57,73,54,65,54,18,56,52,46.25,24.875,47.4166666666667,7.64784946236559,55
SWD1,43,1.2896740274149474,0.6284478096268253,2.6914119359534205,7,0.6627613448858619,sewa,0.0395763656633222,0,0,0,0.0270345596432553,0.0256410256410256,0,0,0,0.00418060200668896,0,0,0,0.00808249721293199,0.012263099219621,0.00139353400222965,0.881828316610925,0,0,1.425,7.43218134522482,51.0962467484207,110.045836713325,0.402652467179144,0.0922519509476031,0,0.00418060200668896,0.0922519509476031,0.0964325529542921,0.105908584169454,0.894091415830546,0.860869565217391,0.7133069828722,0.68740967016996,1405.32141113281,204164.5625,30.4090557098389,sewa_SWD1,40.0300979614258,0.419935673475266,1.83664298057556,90487.125,0.0480549298226833,2410.13037109375,3.67102217069259e-7,5.44535207748413,0.457568317651749,52.3298377990723,2,24,30,31,10,44,12,24,19,39,27.75,10.125,25.25,4.07258064516129,16
MPO1,74,1.2823465936262928,0.693571950328707,3.2634088200238374,5,0.7967667368335338,sewa,0.0391280044717719,0,0,0,0.0494689770821688,0.477361654555618,0,0.0346562325321409,0,0.00111794298490777,0,0,0,0.03381777529346,0.0201229737283399,0,0.306316377864729,0.0380100614868642,0,25.5825,2.48431774423949,76.4859325507732,64.6352549156242,0.853373570161449,0.565958636109558,0.0346562325321409,0.00111794298490777,0.600614868641699,0.601732811626607,0.635550586920067,0.326439351593069,0.909150843881857,0.856276371308017,0.790414772404138,544.084716796875,104551.6796875,10.7518844604492,sewa_MPO1,109.320831298828,0.383472383022308,0.215926453471184,39256.890625,0.201687082648277,4715.0087890625,4.72254413352857e-7,3.7944118976593,0.887447714805603,54.8398132324219,7,9,11,10,42,55,13,59,16,49,34.75,13.625,32.25,5.20161290322581,26
TMF1,26,1.1773699448656585,0.665680473372781,2.9911504424778763,5,0.7315410776455578,sewa,0.0391014975041597,0,0,0,0.252079866888519,0.489462007764836,0,0.0346644481419856,0,0,0,0,0,2.7731558513588e-4,0.0607321131447587,0,0.123682750970605,0,0,29.41,2.77315585135885,37.4376039933444,70.0731971348758,0.594885744384987,0.780643372157515,0.0346644481419856,0,0.815307820299501,0.815307820299501,0.815585135884637,0.184414864115363,0.988272499670576,0.963895111345368,0.854171628122399,45.1375465393066,116052,2.6757972240448,sewa_TMF1,297.000030517578,0.376994639635086,0.0700000002980232,67000,0.150000020861626,2809.18017578125,NA,0.839999973773956,0.25,56.6521224975586,21,6,5,23,33,49,NA,70,6,26,32.75,10.625,28.9166666666667,4.66397849462366,22
