"city","site","utm_est","utm_nrt","for_ever_temp","for_ever_taig","for_ever_trop","for_dec_trop","for_dec_temp","for_mix","shrub_trop","shrub_temp","grass_trop","grass_temp","shrub_lich","grass_lich","barren_lich","wetland","cropland","barren","urban","water","ice","mpa_undev","pd_undev","ed_undev","enn_mn_undev","sdhi","for_all","shrub_all","grass_all","veg_woody","veg_all","natural","develop","city_site","Impervious"
"sewa","NRP1",562039.140974152,5281853.50578331,0.0206303724928367,0,0,0,0.0134670487106017,0.0214899713467049,0,0,0,0,0,0,0,0.00458452722063037,0.00257879656160458,0,0.935530085959885,0.00171919770773639,0,1.71818181818182,3.5020694046482,25.2148997134671,121.453219851998,0.257776708420843,0.0555873925501433,0,0,0.0555873925501433,0.0555873925501433,0.0601719197707736,0.93810888252149,"sewa_NRP1",21.7699799484388
"sewa","PGP2",548259.940761253,5267229.43641956,0,0,0,0,0.17134670487106,0.0335243553008596,0,0,0,0.00229226361031519,0,0,0,0.0550143266475645,0.00143266475644699,0.00716332378223496,0.680229226361032,0.0489971346704871,0,5.64,4.77554918815664,63.992359121299,72.1945087101642,0.772581399172119,0.20487106017192,0,0.00229226361031519,0.20487106017192,0.207163323782235,0.269340974212034,0.681661891117479,"sewa_PGP2",16.1046444954128
"sewa","PHN1",548057.598345275,5280077.27373274,0.0051605504587156,0,0,0,0,0,0,0.0381307339449541,0,0,0,0,0,0,0,0.00172018348623853,0.954988532110092,0,0,3.5325,1.27420998980632,16.4373088685015,69.2705098312484,0.183556170217279,0.0051605504587156,0.0381307339449541,0,0.0432912844036697,0.0432912844036697,0.0450114678899083,0.954988532110092,"sewa_PHN1",21.8678704499857
"sewa","PHY1",548073.989194435,5279910.68954809,0.00803904679873672,0,0,0,0,0,0,0.042779213321849,0,0,0,0,0,0,0,0.00172265288544358,0.947459086993971,0,0,3.294,1.59504896800332,20.0976169968418,71.0497155177827,0.205929909880768,0.00803904679873672,0.042779213321849,0,0.0508182601205857,0.0508182601205857,0.0525409130060293,0.947459086993971,"sewa_PHY1",21.6432261768083
"sewa","RHF1",573645.894509602,5287936.9313581,0.0966350301984469,0,0,0,0.0770779407535232,0.455277538107564,0,0.0247339660626977,0,0.00977854472246189,0,0,0,0.126833477135462,0.086568881219442,0,0.123094621800403,0,0,30.915,2.55648228038219,58.000191736171,66.1290510568798,0.655640272421179,0.628990509059534,0.0247339660626977,0.00977854472246189,0.653724475122232,0.663503019844694,0.790336496980155,0.209663503019845,"sewa_RHF1",3.02724404932607
"sewa","RVP1",551705.122053345,5280245.81691594,0.00373134328358209,0,0,0,0.0177956371986223,0.0123421354764638,0,0.00602755453501722,0,0,0,0,0,0.00975889781859931,0.00430539609644087,0.00143513203214696,0.936567164179105,0.00803673938002296,0,5.34,0.956754688097972,15.3080750095675,62.3606797749979,0.275550963392188,0.0338691159586682,0.00602755453501722,0,0.0398966704936854,0.0398966704936854,0.0510907003444317,0.940872560275545,"sewa_RVP1",21.1553008595989
"sewa","RWP1",571747.492944416,5284689.95826888,0.361397479954181,0,0,0,0.0575601374570447,0.333619702176403,0,0.00458190148911798,0,0.00400916380297824,0,0,0,0.0801832760595647,0,0,0.15864833906071,0,0,66.105,1.27275041364388,18.1366933944254,60,0.437421704891347,0.752577319587629,0.00458190148911798,0.00400916380297824,0.757159221076747,0.761168384879725,0.84135166093929,0.15864833906071,"sewa_RWP1",3.688
"sewa","SVP1",563672.187587681,5284056.41168219,0.00715922107674685,0,0,0,0.079610538373425,0.00744558991981672,0,0.0108820160366552,0,0.00544100801832761,0,0,0,0.0481099656357388,0.278064146620848,0,0.563287514318442,0,0,7.12285714285714,2.2273132238768,42.9553264604811,181.583823601534,0.971284574765864,0.0942153493699885,0.0108820160366552,0.00544100801832761,0.105097365406644,0.110538373424971,0.15864833906071,0.84135166093929,"sewa_SVP1",13.2262689991397
"sewa","SWD1",567189.660033972,5284489.5080616,0.039609644087256,0,0,0,0.0261194029850746,0.0249712973593571,0,0,0,0.00430539609644087,0,0,0,0.00746268656716418,0.0117680826636051,0.00143513203214696,0.884328358208955,0,0,1.41652173913043,7.33511927541778,50.5166475315729,109.785247793311,0.396253810821951,0.0907003444316877,0,0.00430539609644087,0.0907003444316877,0.0950057405281286,0.10390355912744,0.89609644087256,"sewa_SWD1",20.7925989672978
"sewa","TCC1",561906.271664006,5256821.32271273,0.00487245629120092,0,0,0,0.0223559759243336,0.0768128403554027,0,0,0,0.00458584121524792,0,0,0,0,0.0060189165950129,0.00057323015190599,0.884780739466896,0,0,3.429,3.18461195503328,30.0945829750645,101.515838900564,0.380916530681291,0.104041272570937,0,0.00458584121524792,0.104041272570937,0.108627113786185,0.109200343938091,0.890799656061909,"sewa_TCC1",21.1776693455798
"sewa","TMF1",579211.206710606,5252682.46337285,0.0395528804815133,0,0,0,0.249355116079106,0.493264545715105,0,0.0323875035826885,0,0,0,0,0,0.000286615075952995,0.059902550874176,0,0.125250788191459,0,0,28.43,2.86615075952995,36.9733447979364,69.8142396999972,0.595672697609471,0.782172542275724,0.0323875035826885,0,0.814560045858412,0.814560045858412,0.814846660934365,0.185153339065635,"sewa_TMF1",3.32759609868044
"sewa","TMP1",548829.477527642,5268400.07533428,0,0,0,0,0.0530237890513041,0,0,0,0,0.00343938091143594,0,0,0,0.00687876182287188,0,0.00773860705073087,0.766122098022356,0.162797363141301,0,2.48,2.86615075952995,20.4452087513137,121.054544367288,0.687555996611864,0.0530237890513041,0,0.00343938091143594,0.0530237890513041,0.05646316996274,0.0710805388363428,0.766122098022356,"sewa_TMP1",17.9721344441253
"sewa","TRN1",572271.572188889,5252285.00400946,0.0416666666666667,0,0,0,0.075,0.347413793103448,0,0.0232758620689655,0,0,0,0,0,0.0330459770114943,0,0,0.47816091954023,0.0014367816091954,0,27.165,1.91570881226054,92.1455938697318,83.0277563773199,0.702097548984821,0.464080459770115,0.0232758620689655,0,0.48735632183908,0.48735632183908,0.520402298850575,0.47816091954023,"sewa_TRN1",11.5224009190121
"sewa","WCP2",549880.012513246,5263942.0586425,0.0376436781609195,0,0,0,0.120977011494253,0.0241379310344828,0,0.00258620689655172,0,0.00373563218390805,0,0,0,0.0014367816091954,0.00229885057471264,0.00890804597701149,0.793103448275862,0.00517241379310345,0,12.492,1.59642401021711,36.5900383141762,101.222889556006,0.546575213397775,0.182758620689655,0.00258620689655172,0.00373563218390805,0.185344827586207,0.189080459770115,0.199425287356322,0.795402298850575,"sewa_WCP2",18.5344581069488
"sewa","WDG1",549239.400826961,5265548.217333,0,0,0,0,0.18372026368587,0.0252221266838636,0,0,0,0,0,0,0,0.00171969045571797,0.0057323015190599,0.0057323015190599,0.735740899971339,0.0421324161650903,0,16.9875,1.27384478201331,34.3938091143594,153.651247353789,0.720025605501252,0.208942390369733,0,0,0.208942390369733,0.208942390369733,0.216394382344511,0.741473201490398,"sewa_WDG1",17.0183118741059
