County_Name,Census_Tract,Average PRMP,IBL Rank
Yakima,53077001702,1.35,9
Yakima,53077001800,1.15,9
Yakima,53077001901,6.12,10
Yakima,53077001902,4.39,10
Yakima,53077002001,0.12,3
Yakima,53077002002,0.12,3
Yakima,53077002101,0.09,2
Yakima,53077002102,0.1,3
Yakima,53077002200,1.15,9
Yakima,53077002701,0.13,4
Yakima,53077002801,0.53,7
Yakima,53077002802,0.53,7
Yakima,53077002900,2.82,10
Yakima,53077003001,0.13,4
Yakima,53077003002,1.47,9
Yakima,53077003100,1.14,9
Yakima,53077003200,2.8,10
Yakima,53077003400,1.46,9
Yakima,53077940001,0.61,7
Yakima,53077940002,0.67,8
Yakima,53077940003,0.26,6
Yakima,53077940004,3.49,10
Yakima,53077940005,3.42,10
Yakima,53077940006,3.62,10
,,,
,,,
Proximity to Risk Management Plan (RMP) Facililties,,,
"Geography: Census Tract, Year: 2021",,,
Created: 9/13/2024,,,
,,,
"""**"" indicates data suppression to protect confidentiality.",,,
,,,
"""--"" indicates no data collected.",,,
,,,
"""NR"" indicates data are not reliable.",,,
