Sample ID,Collected by,Species,Date,Month,Site,City,Latitude,Longitude,% Certain,Freshness,Weather,Condition,Notes,Anal jelly? (for otter),Lab Name,Lab Notes,,,,,,,,,,,,,,,,,,,
UCP559,YH,Coyote,10/03/22,10,RVL,Bellevue,47.5929,-122.16016,100,C,,,,,STL371,,,,,,,,,,,,,,,,,,,,
UCP560,YH,Coyote,10/03/22,10,BTP,Kirkland,47.64945,-122.17491,100,C,,,,,STL372,,,,,,,,,,,,,,,,,,,,
UCP561,YH,Coyote,10/03/22,10,BTP,Kirkland,47.65334,-122.17507,100,C,,,,,STL373,,,,,,,,,,,,,,,,,,,,
UCP562,YH,Coyote,10/06/22,10,UWS,Seattle,47.66284,-122.30934,100,C,,,,,,,,,,,,,,,,,,,,,,,,,
UCP563,YH,Coyote,10/12/22,10,UWS,Seattle,47.6516,-122.31162,100,C,,,could be 2 samples ,,,,,,,,,,,,,,,,,,,,,,
UCP564,YH,Coyote,12/14/22,12,KUB,Seattle,47.5129,-122.26727,100,A,,,,,,,,,,,,,,,,,,,,,,,,,
UCP565,YH,Coyote,12/14/22,12,KUB,Seattle,47.51357,-122.26882,100,A,,,,,,,,,,,,,,,,,,,,,,,,,
UCP566,YH,Coyote,12/14/22,12,KUB,Seattle,47.51427,-122.26677,80,C,,smushed,,,,,,,,,,,,,,,,,,,,,,,
UCP567,YH,Coyote,1/1/23,1,DIS,Seattle,47.65631,-122.41749,100,B,,smushed,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-001,SK,River otter,6/21/2022,6,BSW,Seattle,47.65266,-122.31744,100,A,A,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-002,SK,River otter,6/21/2022,6,BSW,Seattle,47.65266,-122.31744,100,A,A,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-003,SK,River otter,6/21/2022,6,BSW,Seattle,47.65266,-122.31744,100,B,B,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-004,SK,River otter,6/21/2022,6,BSW,Seattle,47.65253,-122.31757,100,C,C,Dry,Not a lot of sample would scrape off dock,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-005,SK,River otter,6/21/2022,6,BSW,Seattle,47.65253,-122.31757,50,C,C,Dry,"Seeds, could be raccoon maybe not sure but on top of older otter scat ",No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-006,SK,Raccoon,6/24/2022,6,DNB,,47.66453,-122.41736,50,A,A,NA,Lots of seeds,NA,,,,,,,,,,,,,,,,,,,,,
SEB20,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59726,-122.51782,100,,,dry,NA,No,,,,,,,,,,,,,,,,,,,,,
SEB05,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59668,-122.5187,100,,,NA,"05 06 could be the same, clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB06,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59668,-122.5187,100,,,NA,"05 06 could be the same, clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB07,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59684,-122.51873,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB08,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59668,-122.51857,100,,,NA,"older, could be same as 9",No,,,,,,,,,,,,,,,,,,,,,
SEB09,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59668,-122.51857,100,,,NA,"older, could be same as 8",No,,,,,,,,,,,,,,,,,,,,,
SEB10,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59668,-122.51857,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB11,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59655,-122.51868,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB12,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59675,-122.51867,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB13,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59675,-122.51867,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB14,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59675,-122.51867,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEB15,SK,River otter,7/9/2021,7,BHB,Bainbridge Island,47.59673,-122.51881,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEV65,SK,River otter,8/2/2021,8,SMV,Vashon Island,47.48114,-122.48219,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEV66,SK,River otter,8/2/2021,8,SMV,Vashon Island,47.48114,-122.48219,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEV67,SK,River otter,8/2/2021,8,SMV,Vashon Island,47.48114,-122.48219,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEV68,SK,River otter,8/2/2021,8,SMV,Vashon Island,47.48114,-122.48219,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEV69,SK,River otter,8/2/2021,8,SMV,Vashon Island,47.48114,-122.48219,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEV70,SK,River otter,8/2/2021,8,SMV,Vashon Island,47.48118,-122.48223,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
SEV71,SK,River otter,8/2/2021,8,SMV,Vashon Island,47.48118,-122.48223,100,,,NA,"clam, RO",No,,,,,,,,,,,,,,,,,,,,,
UCP-OC-001,OC,coyote,6/30/22,6,UNB,Seattle,47.39.358,-122.17.714,100,C,C,dry,vegetation,na,,,,,,,,,,,,,,,,,,,,,
UCP-OC-002,OC,coyote,7/7/22,7,UNB,Seattle,47.39.474,-122.17.281,90,C,C,dry,fur,na,,,,,,,,,,,,,,,,,,,,,
UCP-SK-007,SK,River otter,7/1/22,7,NLM,Seattle,47.60435,-122.28276,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-008,SK,River otter,7/1/22,7,NLM,Seattle,47.60435,-122.28276,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-009,SK,River otter,7/1/22,7,NLM,Seattle,47.60435,-122.28276,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-010,SK,River otter,7/1/22,7,NLM,Seattle,47.60436,-122.28273,100,B,B,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-011,SK,River otter,7/1/22,7,NLM,Seattle,47.60434,-122.28278,100,B,B,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-012,SK,River otter,7/1/22,7,NLM,Seattle,47.60442,-122.28262,100,B,B,NA,Dry anal jelly,Yes,,,,,,,,,,,,,,,,,,,,,
UCP-SK-013,SK,River otter,7/1/22,7,NLM,Seattle,47.60442,-122.28262,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-014,SK,River otter,7/1/22,7,NLM,Seattle,47.60444,-122.28269,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-015,SK,River otter,7/1/22,7,NLM,Seattle,47.60444,-122.28269,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-016,SK,River otter,7/1/22,7,NLM,Seattle,47.60444,-122.28269,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-017,SK,River otter,7/1/22,7,NLM,Seattle,47.60444,-122.28269,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-018,SK,River otter,7/1/22,7,NLM,Seattle,47.60444,-122.28269,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-019,SK,River otter,7/1/22,7,NLM,Seattle,47.60444,-122.28269,100,,,NA,Gaia didn't save my fucking notes,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-020,SK,River otter,7/1/22,7,LWM,Seattle,47.56331,-122.26595,80,,,NA,Dead fish that was an otter snack,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-021,SK,River otter,7/1/22,7,LWM,Seattle,47.56326,-122.26598,100,B,B,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-022,SK,River otter,7/1/22,7,LWM,Seattle,47.56326,-122.26598,100,B,B,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-023,SK,Coyote,7/15/22,7,RUP,Tacoma,47.29743,-122.51089,100,C,C,"dry, pretty old",NA,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-024,SK,Coyote,7/15/22,7,RUP,Tacoma,47.29699,-122.51001,100,B,B,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-025,SK,Coyote,7/15/22,7,CUP,Tacoma,47.27325,-122.47003,100,A,A,NA,"partially really firm, part had orange diarreaha which could've been dog on top or part of the scat",NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-026,SK,Coyote,7/15/22,7,GHT,Tacoma,47.24992,-122.40984,199,C,C,"really old, dry",NA,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-027,SK,Coyote,7/15/22,7,GHT,Tacoma,47.249,-122.41154,100,C,C,"really old, dry",NA,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-028,SK,River otter,7/22/22,7,NLM,Seattle,47.60436,-122.28295,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-029,SK,River otter,7/22/22,7,NLM,Seattle,47.60436,-122.28295,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-030,SK,River otter,7/22/22,7,NLM,Seattle,47.60436,-122.28295,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-031,SK,River otter,7/22/22,7,NLM,Seattle,47.60436,-122.28295,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-032,SK,River otter,7/22/22,7,NLM,Seattle,47.60436,-122.28295,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-033,SK,River otter,7/22/22,7,NLM,Seattle,47.60436,-122.28295,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-034,SK,River otter,7/22/22,7,NLM,Seattle,47.60436,-122.28295,100,B,B,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-035,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,A,A,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-036,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-037,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-038,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-039,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-040,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-041,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-042,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-043,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-044,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-045,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-046,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-047,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-048,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-049,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP-SK-050,SK,River otter,7/22/22,7,NLM,Seattle,47.6035,-122.28438,100,C,C,NA,NA,No,,,,,,,,,,,,,,,,,,,,,
UCP- OC- 03,OC,coyote ,7/25/22,7,,Seattle,47.41.407',122.11.719',80,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-04,OC,coyote ,7/25/22,7,,Seattle,47.41.421',122.11.705',80,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-05,OC,coyote ,7/25/22,7,,Seattle,47.41.421',122.11.701',80,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-06,OC,coyote ,7/25/22,7,,Seattle,47.41.427',122.11.702',80,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-07,OC,coyote ,7/25/22,7,,Seattle,47.41.489',122.11.691',80,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-08,OC,coyote ,7/25/22,7,,Seattle,47.64754,-122.19006,100,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-09,OC,coyote ,7/25/22,7,,Seattle,47.38.839',122.11.404',80,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-10,OC,coyote ,7/25/22,7,,Seattle,47.38.814',122.11.317',80,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-43,SK,coyote,7/25/22,7,,,47.69171,-122.19529,100,C,C,NA,Gaia fucking sucks... repeat number but should be easy to figure out by date,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-44,SK,coyote ,7/25/22,7,,,47.69174,-122.19537,100,A,A,NA,Gaia fucking sucks... repeat number but should be easy to figure out by date,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-45,SK,coyote ,7/25/22,7,,,47.69185,-122.1952,100,B,B,NA,Gaia fucking sucks... repeat number but should be easy to figure out by date,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-46,SK,coyote ,7/25/22,7,,,47.64957,-122.18925,100,C,C,NA,Gaia fucking sucks... repeat number but should be easy to figure out by date,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-47,SK,coyote ,7/25/22,7,,,47.64778,-122.19022,100,C,C,NA,Gaia fucking sucks... repeat number but should be easy to figure out by date,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-51,SK,coyote ,7/28/22,7,,,47.79869,-122.37653,100,C,C,NA,cherry,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-52,SK,coyote ,7/28/22,7,,,47.79842,-122.37774,50,C,C,NA,could just be chunk of hair from roadkill,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-53,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77588,-122.32551,100,C,C,NA,,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-54,SK,coyote ,8/3/22,8,HOL,Shoreline,47.7759,-122.32551,100,C,C,NA,very old,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-55,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77615,-122.32548,100,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-56,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77615,-122.32548,100,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-57,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77634,-122.32504,100,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-58,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77612,-122.32522,100,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-59,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77593,-122.32513,100,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-60,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77585,-122.32574,100,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-61,SK,coyote ,8/3/22,8,HOL,Shoreline,47.77179,-122.32643,100,A,A,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-62,SK,Raccoon,8/3/22,8,,,47.77472,-122.39247,60,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-63,SK,Raccoon,8/3/22,8,,,47.76627,-122.38297,70,C,C,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-64,SK,coyote ,8/3/22,8,,,47.7664,-122.38426,100,B,B,NA,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-65,SK,coyote ,8/3/22,8,,,47.76423,-122.38612,100,C,C,NA,very old,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-11,OC,River otter,8/12/22,8,BSW,Seattle,47.65261,-122.31747,100,C,C,,,No,,,,,,,,,,,,,,,,,,,,,
UCP-OC-12,OC,River otter,8/12/22,8,BSW,Seattle,47.65261,-122.31747,100,C,C,,,No,,,,,,,,,,,,,,,,,,,,,
UCP-OC-13,OC,River otter,8/12/22,8,BSW,Seattle,47.65261,-122.31747,100,C,C,,,No,,,,,,,,,,,,,,,,,,,,,
UCP-EL-001,EL,Coyote,8/5/22,8,TWT,Renton,47.46679,-122.19675,80,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-002,EL,Coyote,8/5/22,8,TWT,Renton,47.46708,-122.1904,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-003,EL,Coyote,8/5/22,8,DON,Renton,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-14,OC,coyote,8/12/22,8,ubna,Seattle,47.65684,122.29357,90,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-15,OC,coyote,8/12/22,8,ubna,Seattle,47.65823,122.28664,90,,,,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-66,SK,coyote,8/16/22,8,Meridian Park Elementary,,47.75281,-122.33878,100,A,A,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,
UCP-SK-67,SK,coyote,8/16/22,8,Holyrood Cemetary,Shoreline,47.77581,-122.3249,100,A,A,,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-68,SK,coyote,8/16/22,8,Holyrood Cemetary,Shoreline,47.77574,-122.32482,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-69,SK,coyote,8/16/22,8,Holyrood Cemetary,Shoreline,47.77157,-122.32618,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-16,OC,River otter,8/19/22,8,BSW,Seattle,47.6526,-122.31753,100,C,C,,,no,,,,,,,,,,,,,,,,,,,,,
UCP-OC-16,OC,River otter,9/5/22,9,BSW,Seattle,47.65261,-122.31747,100,C,C,,,no,,,,,,,,,,,,,,,,,,,,,
UCP-OC-17,OC,River otter,9/5/22,9,BSW,Seattle,47.65261,-122.31747,100,C,C,,,no,,,,,,,,,,,,,,,,,,,,,
UCP-OC-18,OC,River otter,9/5/22,9,BSW,Seattle,47.65261,-122.31747,100,C,C,,,no,,,,,,,,,,,,,,,,,,,,,
UCP-SK-70,SK,coyote,10/8/22,10,,,47.7132,-122.14033,90,C,C,,grass,,,,,,,,,,,,,,,,,,,,,,
UCP-SK-71,KN,coyote,10/11/22,10,,,,,,,,,need to get coords from kelly,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-004,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64614,-122.18814,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-005,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64704,-122.1897,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-006,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64725,-122.19014,100,A,A,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-007,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64618,-122.18905,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-008,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64686,-122.18964,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-009,EL,Coyote,9/16/22,9,WSP,Kirkland,47.6473,-122.19003,100,C,C,,,,,,,,,,,,,,,,,,,,,,,,
UCP-EL-010,EL,Coyote,1/3/23,1,RUS,Tacoma,47.29789,-122.50947,100,B,B,,,,,,,,,,,,,,,,,,,,,,,,
 UCP-EL-011,YH,Coyote,1/3/23,1,SWA,Tacoma,47.22233,-122.39857,100,A,A,,,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-21,OC,Coyote,9/15/22,9,UNB,Seattle,,,100,A,A,,Get GPS from Olivia,,,,,,,,,,,,,,,,,,,,,,
UCP-OC-22,OC,Coyote,9/15/22,9,UNB,Seattle,,,100,B,B,,Get GPS from Olivia,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
