State FIPS Code,Rank
53011041328,9
53011041329,8
53011041330,9
53011041331,9
53011041332,7
53011041333,7
53011041400,8
53011041500,6
53011041600,9
53011041700,8
53011041800,8
53011041900,8
53011042000,8
53011042100,8
53011042300,8
53011042400,7
53011042500,8
53011042600,10
53011042700,9
53011042800,8
53011042900,8
53011043000,8
53011043100,9
53013960200,1
53015000300,4
53015000400,3
53015000501,3
53015000502,4
53015000601,3
53015000602,3
53015000702,2
53015000703,2
53015000704,2
53015000800,4
53015000900,3
53015001000,2
53015001100,4
53015001200,4
53015001300,3
53015001501,2
53015001502,6
53015001600,6
53015001700,4
53015001800,1
53015001900,2
53015002001,2
53015002002,2
53015002100,4
53017950100,2
53017950200,3
53017950300,4
53017950400,5
53017950500,5
53017950600,4
53017950700,5
53017950800,5
53019940000,1
53019970100,2
53019970200,1
53021020100,9
53021020200,8
53021020300,8
53021020400,8
53021020501,6
53021020502,8
53021020601,6
53021020603,6
53021020605,6
53021020606,6
53021020700,4
53021020800,2
53021980100,3
53023970300,1
53025010100,1
53025010200,2
53025010300,1
53025010400,1
53025010500,3
53025010600,2
53025010700,4
53025010800,2
53025010901,2
53025010902,2
53025011000,3
53025011100,2
53025011200,2
53025011300,2
53025011401,2
53025011402,3
53027000200,1
53027000300,1
53027000400,1
53027000500,1
53027000600,1
53027000700,2
53027000800,2
53027000900,2
53027001000,2
53027001100,1
53027001200,2
53027001300,1
53027001400,1
53027001500,1
53027001600,1
53027940000,1
53027990000,1
53029970100,1
53029970200,1
53029970300,1
53029970400,1
53029970500,1
53029970601,1
53029970602,1
53029970700,1
53029970800,1
53029970900,1
53029971000,1
53029971100,1
53029971300,1
53029971400,1
53029971500,1
53029971600,1
53029971700,1
53029971800,1
53029971900,1
53029972000,1
53029972100,2
53029992201,1
53031950202,1
53031950300,1
53031950400,1
53031950500,2
53031950601,1
53031950602,1
53031950702,1
53031990000,1
53033000100,6
53033000200,9
53033000300,8
53033000401,8
53033000402,9
53033000500,4
53033000600,10
53033000700,9
53033000800,4
53033000900,4
53033001000,8
53033001100,9
53033001200,9
53033001300,9
53033001400,9
53033001500,5
53033001600,6
53033001701,8
53033001702,8
53033001800,9
53033001900,9
53033002000,8
53033002100,8
53033002200,5
53033002400,4
53033002500,8
53033002600,9
53033002700,9
53033002800,9
53033002900,8
53033003000,6
53033003100,6
53033003200,6
53033003300,6
53033003400,7
53033003500,8
53033003600,9
53033003800,7
53033003900,4
53033004000,5
53033004100,6
53033004200,6
53033004301,9
53033004302,8
53033004400,9
53033004500,9
53033004600,9
53033004700,7
53033004800,8
53033004900,9
53033005000,9
53033005100,9
53033005200,9
53033005301,9
53033005302,9
53033005400,9
53033005600,8
53033005700,6
53033005801,7
53033005802,9
53033005900,7
53033006000,9
53033006100,9
53033006200,10
53033006300,6
53033006400,10
53033006500,10
53033006600,10
53033006700,10
53033006800,9
53033006900,9
53033007000,9
53033007100,10
53033007200,10
53033007300,10
53033007401,10
53033007402,10
53033007500,10
53033007600,10
53033007700,9
53033007800,5
53033007900,10
53033008001,10
53033008002,10
53033008100,10
53033008200,10
53033008300,10
53033008400,10
53033008500,10
53033008600,10
53033008700,10
53033008800,9
53033008900,10
53033009000,10
53033009100,10
53033009200,10
53033009300,10
53033009400,10
53033009500,10
53033009600,9
53033009701,9
53033009702,9
53033009800,9
53033009900,10
53033010001,10
53033010002,10
53033010100,6
53033010200,7
53033010300,7
53033010401,10
53033010402,10
53033010500,9
53033010600,9
53033010701,9
53033010702,9
53033010800,10
53033010900,10
53033011001,8
53033011002,10
53033011101,8
53033011102,7
53033011200,10
53033011300,10
53033011401,9
53033011402,8
53033011500,9
53033011600,8
53033011700,10
53033011800,9
53033011900,9
53033012000,6
53033012100,6
53033020100,3
53033020200,6
53033020300,7
53033020401,7
53033020402,9
53033020500,8
53033020600,7
53033020700,7
53033020800,6
53033020900,8
53033021000,9
53033021100,9
53033021300,8
53033021400,9
53033021500,6
53033021600,6
53033021700,8
53033021802,9
53033021803,7
53033021804,8
53033021903,8
53033021904,6
53033021905,8
53033021906,7
53033022001,9
53033022003,7
53033022005,9
53033022006,9
53033022101,7
53033022102,9
53033022201,6
53033022202,7
53033022203,7
53033022300,6
53033022400,9
53033022500,9
53033022603,8
53033022604,9
53033022605,8
53033022606,8
53033022701,7
53033022702,8
53033022703,7
53033022801,7
53033022802,7
53033022803,7
53033022901,6
53033022902,6
53033023000,7
53033023100,5
53033023201,7
53033023202,5
53033023300,7
53033023401,7
53033023403,7
53033023404,5
53033023500,7
53033023601,8
53033023603,7
53033023604,8
53033023700,9
53033023801,9
53033023803,6
53033023804,7
53033023900,9
53033024000,9
53033024100,7
53033024200,6
53033024300,8
53033024400,6
53033024500,7
53033024601,8
53033024602,8
53033024701,8
53033024702,9
53033024800,8
53033024901,7
53033024902,7
53033024903,6
53033025001,9
53033025003,6
53033025005,6
53033025006,7
53033025101,6
53033025102,6
53033025200,9
53033025301,9
53033025302,9
53033025400,10
53033025500,6
53033025601,10
53033025602,8
53033025701,9
53033025702,9
53033025803,8
53033025804,9
53033025805,9
53033025806,9
53033026001,9
53033026002,9
53033026100,10
53033026200,10
53033026300,10
53033026400,10
53033026500,8
53033026600,6
53033026700,7
53033026801,8
53033026802,8
53033027000,8
53033027100,10
53033027200,10
53033027300,10
53033027400,8
53033027500,8
53033027600,7
53033027701,3
53033027702,4
53033027800,6
53033027900,7
53033028000,7
53033028100,10
53033028200,10
53033028300,10
53033028402,10
53033028403,9
53033028500,7
53033028600,9
53033028700,8
53033028801,9
53033028802,9
53033028901,9
53033028902,9
53033029001,9
53033029003,9
53033029004,9
53033029101,9
53033029102,9
53033029203,8
53033029204,9
53033029205,9
53033029206,10
53033029303,9
53033029304,8
53033029305,8
53033029306,8
53033029307,5
53033029403,9
53033029405,7
53033029406,7
53033029407,8
53033029408,7
53033029502,7
53033029503,8
53033029504,7
53033029601,6
53033029602,7
53033029700,9
53033029801,9
53033029802,10
53033029901,9
53033029902,8
53033030003,10
53033030004,9
53033030005,9
53033030006,9
53033030100,9
53033030201,8
53033030202,9
53033030304,9
53033030305,4
53033030306,6
53033030308,8
53033030309,8
53033030310,9
53033030311,5
53033030312,6
53033030313,9
53033030314,9
53033030401,10
53033030403,9
53033030404,9
53033030501,8
53033030503,7
53033030504,7
53033030600,8
53033030700,7
53033030801,9
53033030802,6
53033030901,7
53033030902,9
53033031000,6
53033031100,8
53033031202,4
53033031204,7
53033031205,7
53033031206,7
53033031301,3
53033031302,3
53033031400,3
53033031501,3
53033031502,3
53033031601,6
53033031603,5
53033031604,5
53033031605,5
53033031703,6
53033031704,7
53033031705,6
53033031706,7
53033031800,6
53033031903,6
53033031904,4
53033031906,4
53033031907,6
53033031908,5
53033031909,4
53033032002,4
53033032003,6
53033032005,6
53033032006,6
53033032007,6
53033032008,5
53033032010,5
53033032011,5
53033032102,6
53033032103,5
53033032104,7
53033032203,5
53033032207,4
53033032208,8
53033032210,8
53033032211,4
53033032212,6
53033032213,3
53033032214,4
53033032215,3
53033032307,2
53033032309,8
53033032311,2
53033032313,6
53033032315,2
53033032316,5
53033032317,3
53033032318,3
53033032319,7
53033032320,6
53033032321,8
53033032322,2
53033032323,5
53033032324,5
53033032325,5
53033032326,4
53033032327,4
53033032328,2
53033032329,3
53033032401,2
53033032402,2
53033032500,2
53033032601,2
53033032602,5
53033032702,4
53033032703,3
53033032704,3
53033032800,3
53033990100,5
53035080101,3
53035080102,3
53035080200,3
53035080300,3
53035080400,2
53035080500,3
53035080600,4
53035080700,4
53035080800,3
53035080900,5
53035081000,5
53035081100,4
53035081200,4
53035081400,4
53035090101,2
53035090102,2
53035090201,2
53035090202,3
53035090300,3
53035090400,3
53035090501,3
53035090502,2
53035090700,2
53035090800,2
53035090900,2
53035091000,3
53035091100,3
53035091201,3
53035091203,3
53035091204,3
53035091301,2
53035091302,4
53035091400,3
53035091500,3
53035091600,3
53035091700,3
53035091800,2
53035091900,3
53035092000,3
53035092100,5
53035092200,5
53035092300,4
53035092400,3
53035092500,4
53035092600,2
53035092701,2
53035092704,2
53035092801,4
53035092802,3
53035092803,3
53035092901,3
53035092902,3
53035940000,2
53035940100,2
53035990100,1
53037975100,2
53037975200,5
53037975300,4
53037975401,4
53037975402,4
53037975500,4
53037975600,4
53037975700,4
53039950100,3
53039950200,2
53039950300,2
53041970100,1
53041970200,2
53041970300,2
53041970400,2
53041970500,2
53041970600,2
53041970700,2
53041970800,3
53041970900,2
53041971000,2
53041971100,2
53041971200,1
53041971300,2
53041971400,2
53041971500,1
53041971600,2
53041971700,2
53041971800,1
53041971900,1
53041972000,1
53043960100,1
53043960200,1
53043960300,2
53043960400,2
53045940000,1
53045960100,1
53045960200,1
53045960300,2
53045960400,2
53045960500,1
53045960600,1
53045960700,1
53045960800,1
53045960900,1
53045961000,1
53045961100,1
53045961200,1
53045961300,1
53047940100,1
53047940200,2
53047970300,1
53047970400,2
53047970500,2
53047970600,2
53047970700,2
53047970800,2
53047970900,2
53047971000,2
53049950200,1
53049950300,1
53049950400,1
53049950500,1
53049950600,1
53049950700,1
53049950800,1
53049990100,1
53051970100,1
53051970200,1
53051970300,1
53051970400,2
53051970500,2
53053060200,10
53053060300,5
53053060400,4
53053060500,4
53053060600,8
53053060700,7
53053060800,7
53053060903,5
53053060904,5
53053060905,6
53053060906,6
53053061001,6
53053061002,7
53053061100,7
53053061200,8
53053061300,10
53053061400,10
53053061500,9
53053061601,9
53053061602,9
53053061700,10
53053061800,10
53053061900,10
53053062000,10
53053062300,10
53053062400,9
53053062500,10
53053062600,10
53053062801,8
53053062802,9
53053062900,10
53053063000,9
53053063100,10
53053063200,9
53053063300,9
53053063400,10
53053063501,10
53053063502,9
53053070100,2
53053070203,4
53053070204,3
53053070205,3
53053070206,2
53053070207,3
53053070307,3
53053070308,5
53053070309,5
53053070310,5
53053070311,4
53053070312,6
53053070313,6
53053070314,6
53053070315,6
53053070316,7
53053070401,6
53053070403,3
53053070404,3
53053070703,10
53053071100,8
53053071205,7
53053071206,8
53053071207,8
53053071208,7
53053071209,6
53053071210,8
53053071304,8
53053071305,8
53053071306,6
53053071307,8
53053071309,6
53053071310,6
53053071403,4
53053071406,4
53053071407,4
53053071408,4
53053071409,4
53053071410,4
53053071411,4
53053071503,9
53053071504,9
53053071505,6
53053071506,5
53053071601,9
53053071602,8
53053071703,9
53053071704,9
53053071705,9
53053071706,8
53053071707,9
53053071803,9
53053071805,8
53053071806,8
53053071807,9
53053071808,9
53053071901,9
53053071902,7
53053072000,6
53053072105,5
53053072106,6
53053072107,5
53053072108,7
53053072109,2
53053072111,3
53053072112,3
53053072305,8
53053072307,5
53053072308,6
53053072309,5
53053072310,5
53053072311,6
53053072312,7
53053072313,7
53053072405,2
53053072406,5
53053072407,5
53053072408,6
53053072409,3
53053072410,5
53053072503,3
53053072504,5
53053072505,4
53053072506,5
53053072507,5
53053072601,2
53053072602,2
53053072603,3
53053072800,5
53053072901,8
53053072903,6
53053072905,5
53053072906,6
53053072907,6
53053073001,2
53053073005,2
53053073006,3
53053073108,5
53053073110,4
53053073111,5
53053073113,4
53053073114,3
53053073115,3
53053073116,3
53053073117,2
53053073118,3
53053073119,2
53053073120,5
53053073121,5
53053073122,5
53053073123,5
53053073124,4
53053073125,5
53053073126,4
53053073200,1
53053073301,8
53053073302,7
53053073404,9
53053073405,8
53053073406,8
53053073407,7
53053073408,6
53053073500,9
53053940001,5
53053940002,10
53053940003,10
53053940004,10
53053940005,10
53053940006,10
53053940007,10
53053940008,7
53053940009,9
53053940010,8
53053940011,7
53055960100,1
53055960300,1
53055960400,1
53055960500,1
53055990100,1
53057940200,1
53057940300,3
53057940400,4
53057940500,3
53057940600,3
53057940700,2
53057940800,3
53057950100,2
53057950800,2
53057950900,1
53057951000,1
53057951100,1
53057951200,1
53057951300,1
53057951400,1
53057951500,1
53057951600,2
53057951700,2
53057951800,2
53057951900,2
53057952100,2
53057952200,3
53057952301,2
53057952302,3
53057952401,2
53057952402,2
53057952500,2
53057952600,2
53057952700,2
53057990100,2
53059950100,1
53059950200,2
53059950300,2
53059950400,2
53059950500,1
53061040100,7
53061040200,8
53061040300,7
53061040400,7
53061040500,6
53061040700,9
53061040800,8
53061040900,9
53061041000,9
53061041100,8
53061041201,7
53061041202,9
53061041301,4
53061041303,8
53061041304,8
53061041400,8
53061041500,8
53061041601,8
53061041605,8
53061041606,8
53061041607,5
53061041608,6
53061041701,9
53061041703,10
53061041704,9
53061041805,9
53061041806,9
53061041808,9
53061041809,9
53061041810,9
53061041811,9
53061041812,8
53061041901,6
53061041903,8
53061041904,8
53061041905,8
53061042001,4
53061042003,4
53061042004,6
53061042005,6
53061042006,4
53061050101,6
53061050102,7
53061050200,3
53061050300,3
53061050401,7
53061050402,6
53061050500,3
53061050600,3
53061050700,7
53061050800,7
53061050900,7
53061051000,8
53061051100,8
53061051200,7
53061051300,9
53061051400,9
53061051500,7
53061051601,6
53061051602,6
53061051701,7
53061051702,7
53061051802,8
53061051803,8
53061051804,9
53061051905,8
53061051912,6
53061051913,6
53061051914,8
53061051915,9
53061051916,8
53061051917,9
53061051918,9
53061051921,8
53061051922,9
53061051923,7
53061051924,8
53061051925,9
53061051926,8
53061051927,9
53061051928,9
53061052003,6
53061052004,8
53061052005,8
53061052006,6
53061052007,6
53061052104,7
53061052105,6
53061052107,5
53061052108,4
53061052112,3
53061052113,2
53061052114,4
53061052115,5
53061052118,5
53061052203,5
53061052204,5
53061052206,2
53061052207,3
53061052208,4
53061052209,4
53061052301,3
53061052302,3
53061052401,3
53061052402,3
53061052502,4
53061052503,5
53061052504,5
53061052603,3
53061052604,4
53061052605,2
53061052606,3
53061052607,4
53061052701,2
53061052705,4
53061052706,5
53061052707,4
53061052708,4
53061052709,4
53061052803,6
53061052804,6
53061052805,6
53061052806,6
53061052903,6
53061052904,7
53061052905,6
53061052906,6
53061053101,5
53061053102,5
53061053201,1
53061053202,1
53061053301,1
53061053302,3
53061053400,4
53061053504,2
53061053505,2
53061053506,1
53061053507,3
53061053508,4
53061053509,6
53061053602,2
53061053603,2
53061053604,2
53061053700,3
53061053801,3
53061053802,2
53061053803,2
53061940001,7
53061940002,2
53061990002,4
53061990100,1
53063000200,6
53063000300,5
53063000400,5
53063000500,5
53063000600,6
53063000700,4
53063000800,4
53063000900,4
53063001000,4
53063001100,4
53063001200,7
53063001300,7
53063001400,8
53063001500,7
53063001600,7
53063001800,8
53063001900,7
53063002000,8
53063002100,4
53063002300,7
53063002400,9
53063002500,10
53063002600,9
53063002900,10
53063003000,10
53063003100,10
53063003200,9
53063003500,9
53063003600,9
53063003800,7
53063003900,9
53063004000,9
53063004100,9
53063004200,9
53063004300,9
53063004400,9
53063004500,10
53063004601,10
53063004602,9
53063004700,9
53063004800,5
53063004900,6
53063005000,5
53063010100,7
53063010201,2
53063010202,5
53063010301,2
53063010303,2
53063010304,2
53063010305,4
53063010401,3
53063010402,2
53063010501,4
53063010503,4
53063010504,4
53063010601,3
53063010602,3
53063010700,6
53063010800,5
53063010900,6
53063011000,6
53063011101,5
53063011102,6
53063011201,6
53063011202,4
53063011300,9
53063011400,10
53063011500,9
53063011600,9
53063011701,9
53063011702,10
53063011800,10
53063011900,10
53063012000,10
53063012100,9
53063012200,9
53063012300,10
53063012401,9
53063012402,7
53063012500,8
53063012600,9
53063012701,10
53063012702,7
53063012801,7
53063012802,7
53063012901,10
53063012902,10
53063013000,10
53063013100,10
53063013201,9
53063013202,8
53063013300,7
53063013401,10
53063013500,6
53063013600,7
53063013700,7
53063013800,2
53063013900,2
53063014001,2
53063014002,3
53063014100,4
53063014200,3
53063014300,4
53063014400,8
53063014500,10
53065941000,1
53065950100,2
53065950200,2
53065950300,2
53065950500,2
53065950600,2
53065950700,1
53065950800,1
53065950900,1
53065951100,1
53065951300,1
53065951400,2
53067010100,6
53067010200,5
53067010300,5
53067010400,6
53067010510,4
53067010520,7
53067010600,4
53067010700,6
53067010800,6
53067010910,7
53067010920,6
53067011000,6
53067011100,3
53067011200,6
53067011300,6
53067011410,5
53067011420,3
53067011500,6
53067011610,5
53067011621,4
53067011622,3
53067011623,3
53067011624,3
53067011710,4
53067011720,3
53067011810,2
53067011821,3
53067011822,3
53067011900,2
53067012000,2
53067012100,2
53067012211,4
53067012212,6
53067012221,6
53067012222,6
53067012310,4
53067012320,5
53067012330,5
53067012411,2
53067012412,2
53067012420,2
53067012510,1
53067012520,2
53067012530,1
53067012610,4
53067012620,1
53067012710,2
53067012720,2
53067012730,3
53067990100,1
53069950100,2
53071920000,6
53071920100,2
53071920200,3
53071920300,2
53071920400,2
53071920500,3
53071920600,3
53071920701,3
53071920702,3
53071920801,3
53071920802,3
53071920900,3
53073000100,3
53073000200,2
53073000300,3
53073000400,3
53073000501,2
53073000502,2
53073000600,2
53073000700,3
53073000803,3
53073000804,1
53073000805,2
53073000806,1
53073000901,3
53073000902,2
53073001000,2
53073001100,2
53073001201,2
53073001202,2
53073010100,2
53073010200,2
53073010301,1
53073010302,1
53073010303,1
53073010401,2
53073010403,2
53073010404,3
53073010501,2
53073010502,1
53073010600,1
53073010701,1
53073010702,1
53073010900,1
53073011000,1
53073940000,1
53075000100,2
53075000200,1
53075000300,1
53075000400,2
53075000500,2
53075000600,2
53075000700,1
53075000800,1
53075000900,2
53075001000,3
53077000100,6
53077000200,6
53077000300,6
53077000400,4
53077000500,5
53077000600,5
53077000700,5
53077000800,4
53077000901,4
53077000902,3
53077001000,4
53077001100,4
53077001201,5
53077001202,6
53077001300,6
53077001400,6
53077001501,6
53077001502,6
53077001601,6
53077001602,6
53077001701,5
53077001702,5
53077001800,5
53077001901,4
53077001902,4
53077002001,4
53077002002,5
53077002101,4
53077002102,5
53077002200,4
53077002701,4
53077002801,3
53077002802,4
53077002900,3
53077003001,3
53077003002,3
53077003100,4
53077003200,6
53077003400,5
53077940001,4
53077940002,4
53077940003,5
53077940004,4
53077940005,3
53077940006,4
