station,season,species,photodate,phototime
IRP1,Summer19,Canis latrans,2019-07-20,15:57:09
IRP1,Summer19,Canis latrans,2019-07-20,21:44:56
IRP1,Summer19,Canis latrans,2019-07-20,22:00:51
IRP1,Summer19,Canis latrans,2019-07-20,22:47:50
IRP1,Summer19,Canis latrans,2019-06-30,05:16:53
IRP1,Summer19,Canis latrans,2019-07-21,02:53:43
IRP1,Summer19,Canis latrans,2019-07-21,05:31:31
IRP1,Summer19,Canis latrans,2019-07-21,05:35:35
IRP1,Summer19,Canis latrans,2019-07-21,05:46:59
IRP1,Summer19,Canis latrans,2019-07-21,05:57:06
IRP1,Summer19,Canis latrans,2019-07-21,06:12:48
IRP1,Summer19,Canis latrans,2019-07-21,06:15:30
IRP1,Summer19,Canis latrans,2019-07-21,06:21:03
IRP1,Summer19,Canis latrans,2019-07-21,06:28:39
IRP1,Summer19,Canis latrans,2019-07-21,06:34:02
IRP1,Summer19,Canis latrans,2019-07-21,07:11:02
IRP1,Summer19,Canis latrans,2019-07-21,07:38:40
IRP1,Summer19,Canis latrans,2019-07-21,07:49:34
IRP1,Summer19,Canis latrans,2019-07-21,08:05:18
IRP1,Summer19,Canis latrans,2019-07-21,08:07:19
IRP1,Summer19,Canis latrans,2019-07-21,08:09:05
IRP1,Summer19,Canis latrans,2019-07-21,08:17:16
IRP1,Summer19,Canis latrans,2019-07-21,08:27:33
IRP1,Summer19,Canis latrans,2019-07-21,08:40:19
IRP1,Summer19,Canis latrans,2019-07-21,08:51:18
IRP1,Summer19,Canis latrans,2019-07-21,08:54:04
IRP1,Summer19,Canis latrans,2019-07-21,09:25:37
IRP1,Summer19,Canis latrans,2019-07-21,09:37:20
IRP1,Summer19,Canis latrans,2019-07-21,09:57:02
IRP1,Summer19,Canis latrans,2019-07-21,10:41:08
IRP1,Summer19,Canis latrans,2019-07-21,17:46:48
IRP1,Summer19,Canis latrans,2019-07-21,17:49:04
IRP1,Summer19,Canis latrans,2019-07-21,17:58:00
IRP1,Summer19,Canis latrans,2019-07-21,18:44:55
IRP1,Summer19,Canis latrans,2019-07-21,21:24:50
IRP1,Summer19,Canis latrans,2019-07-21,21:54:13
IRP1,Summer19,Canis latrans,2019-07-21,22:06:37
IRP1,Summer19,Canis latrans,2019-07-21,22:25:52
IRP1,Summer19,Canis latrans,2019-07-21,23:05:51
IRP1,Summer19,Canis latrans,2019-07-21,23:42:04
IRP1,Summer19,Canis latrans,2019-07-22,02:09:30
IRP1,Summer19,Canis latrans,2019-07-22,05:28:56
IRP1,Summer19,Canis latrans,2019-07-22,05:52:32
IRP1,Summer19,Canis latrans,2019-07-22,06:04:34
IRP1,Summer19,Canis latrans,2019-07-22,06:30:33
IRP1,Summer19,Canis latrans,2019-07-22,07:34:24
IRP1,Summer19,Canis latrans,2019-07-22,07:46:26
IRP1,Summer19,Canis latrans,2019-07-22,08:38:32
IRP1,Summer19,Canis latrans,2019-07-22,08:47:11
IRP1,Summer19,Canis latrans,2019-07-22,08:48:18
IRP1,Summer19,Canis latrans,2019-07-22,08:49:46
IRP1,Summer19,Canis latrans,2019-07-22,08:54:14
IRP1,Summer19,Canis latrans,2019-07-22,10:26:10
IRP1,Summer19,Canis latrans,2019-07-22,10:29:23
IRP1,Summer19,Canis latrans,2019-07-22,11:08:38
IRP1,Summer19,Canis latrans,2019-07-22,11:13:20
IRP1,Summer19,Canis latrans,2019-07-22,11:14:57
IRP1,Summer19,Canis latrans,2019-07-22,12:00:59
IRP1,Summer19,Canis latrans,2019-07-22,12:13:03
IRP1,Summer19,Canis latrans,2019-06-28,04:52:11
IRP1,Summer19,Canis latrans,2019-07-22,12:26:04
IRP1,Summer19,Canis latrans,2019-07-22,12:32:22
IRP1,Summer19,Canis latrans,2019-07-22,14:24:45
IRP1,Summer19,Canis latrans,2019-07-22,15:20:36
IRP1,Summer19,Canis latrans,2019-07-22,16:01:54
IRP1,Summer19,Canis latrans,2019-07-22,16:12:48
IRP1,Summer19,Canis latrans,2019-07-22,17:41:55
IRP1,Summer19,Canis latrans,2019-07-22,18:17:47
IRP1,Summer19,Canis latrans,2019-07-22,18:34:48
IRP1,Summer19,Canis latrans,2019-07-22,18:47:30
IRP1,Summer19,Canis latrans,2019-07-01,05:00:54
IRP1,Summer19,Canis latrans,2019-07-22,19:03:34
IRP1,Summer19,Canis latrans,2019-07-22,19:15:06
IRP1,Summer19,Canis latrans,2019-07-22,21:04:59
IRP1,Summer19,Canis latrans,2019-07-22,21:10:25
IRP1,Summer19,Canis latrans,2019-07-22,21:18:13
IRP1,Summer19,Canis latrans,2019-07-22,21:20:02
IRP1,Summer19,Canis latrans,2019-07-23,06:00:24
IRP1,Summer19,Canis latrans,2019-07-23,06:33:42
IRP1,Summer19,Canis latrans,2019-07-01,05:09:01
IRP1,Summer19,Canis latrans,2019-07-23,06:44:54
IRP1,Summer19,Canis latrans,2019-07-23,07:03:39
IRP1,Summer19,Canis latrans,2019-07-23,07:28:40
IRP1,Summer19,Canis latrans,2019-07-23,09:37:46
IRP1,Summer19,Canis latrans,2019-07-23,10:05:33
IRP1,Summer19,Canis latrans,2019-07-23,10:08:09
IRP1,Summer19,Canis latrans,2019-07-23,10:22:43
IRP1,Summer19,Canis latrans,2019-07-23,10:26:30
IRP1,Summer19,Canis latrans,2019-07-23,12:06:29
IRP1,Summer19,Canis latrans,2019-07-23,12:08:38
IRP1,Summer19,Canis latrans,2019-07-01,05:37:30
IRP1,Summer19,Canis latrans,2019-07-23,13:28:28
IRP1,Summer19,Canis latrans,2019-07-23,14:22:41
IRP1,Summer19,Canis latrans,2019-07-23,19:41:00
IRP1,Summer19,Canis latrans,2019-07-23,20:15:02
IRP1,Summer19,Canis latrans,2019-07-23,20:16:06
IRP1,Summer19,Canis latrans,2019-07-23,20:46:17
IRP1,Summer19,Canis latrans,2019-07-23,21:16:36
IRP1,Summer19,Canis latrans,2019-07-23,21:26:03
IRP1,Summer19,Canis latrans,2019-07-23,21:29:20
IRP1,Summer19,Canis latrans,2019-07-23,21:30:49
IRP1,Summer19,Canis latrans,2019-07-01,07:10:50
IRP1,Summer19,Canis latrans,2019-07-23,21:36:37
IRP1,Summer19,Canis latrans,2019-07-24,02:28:57
IRP1,Summer19,Canis latrans,2019-07-24,05:43:46
IRP1,Summer19,Canis latrans,2019-07-24,05:59:45
IRP1,Summer19,Canis latrans,2019-07-24,07:20:09
IRP1,Summer19,Canis latrans,2019-07-24,08:04:50
IRP1,Summer19,Canis latrans,2019-07-24,08:09:07
IRP1,Summer19,Canis latrans,2019-07-24,10:31:20
IRP1,Summer19,Canis latrans,2019-07-24,12:07:10
IRP1,Summer19,Canis latrans,2019-07-24,12:11:47
IRP1,Summer19,Canis latrans,2019-07-24,12:14:58
IRP1,Summer19,Canis latrans,2019-07-24,12:17:25
IRP1,Summer19,Canis latrans,2019-07-24,12:19:23
IRP1,Summer19,Canis latrans,2019-07-24,12:21:13
IRP1,Summer19,Canis latrans,2019-07-24,13:01:19
IRP1,Summer19,Canis latrans,2019-07-24,13:14:46
IRP1,Summer19,Canis latrans,2019-07-24,13:21:41
IRP1,Summer19,Canis latrans,2019-07-24,13:26:57
IRP1,Summer19,Canis latrans,2019-07-24,13:29:06
IRP1,Summer19,Canis latrans,2019-07-24,13:34:41
IRP1,Summer19,Canis latrans,2019-07-24,13:36:28
IRP1,Summer19,Canis latrans,2019-07-24,13:42:52
IRP1,Summer19,Canis latrans,2019-07-24,13:51:26
IRP1,Summer19,Canis latrans,2019-07-24,14:01:03
IRP1,Summer19,Canis latrans,2019-07-24,14:05:07
IRP1,Summer19,Canis latrans,2019-07-24,14:06:22
IRP1,Summer19,Canis latrans,2019-07-24,14:08:09
IRP1,Summer19,Canis latrans,2019-07-24,14:12:12
IRP1,Summer19,Canis latrans,2019-07-24,14:21:47
IRP1,Summer19,Canis latrans,2019-07-24,14:38:13
IRP1,Summer19,Canis latrans,2019-07-24,16:20:32
IRP1,Summer19,Canis latrans,2019-07-24,16:27:33
IRP1,Summer19,Canis latrans,2019-07-24,16:42:06
IRP1,Summer19,Canis latrans,2019-07-24,18:17:56
IRP1,Summer19,Canis latrans,2019-07-24,20:19:13
IRP1,Summer19,Canis latrans,2019-07-24,20:22:23
IRP1,Summer19,Canis latrans,2019-07-24,20:45:50
IRP1,Summer19,Canis latrans,2019-07-24,20:59:37
IRP1,Summer19,Canis latrans,2019-07-24,21:27:22
IRP1,Summer19,Canis latrans,2019-07-24,21:33:29
IRP1,Summer19,Canis latrans,2019-07-25,06:16:54
IRP1,Summer19,Canis latrans,2019-07-25,06:18:27
IRP1,Summer19,Canis latrans,2019-07-25,06:20:24
IRP1,Summer19,Canis latrans,2019-07-25,06:22:02
IRP1,Summer19,Canis latrans,2019-07-25,06:25:42
IRP1,Summer19,Canis latrans,2019-07-25,07:07:22
IRP1,Summer19,Canis latrans,2019-07-25,09:37:21
IRP1,Summer19,Canis latrans,2019-07-25,13:12:43
IRP1,Summer19,Canis latrans,2019-07-25,13:21:25
IRP1,Summer19,Canis latrans,2019-07-25,14:41:20
IRP1,Summer19,Canis latrans,2019-07-25,15:21:28
IRP1,Summer19,Canis latrans,2019-07-25,16:18:55
IRP1,Summer19,Canis latrans,2019-07-25,21:13:13
IRP1,Summer19,Canis latrans,2019-06-28,05:01:55
IRP1,Summer19,Canis latrans,2019-07-25,21:18:26
IRP1,Summer19,Canis latrans,2019-07-25,22:14:25
IRP1,Summer19,Canis latrans,2019-07-26,16:12:33
IRP1,Summer19,Canis latrans,2019-07-26,21:34:17
IRP1,Summer19,Canis latrans,2019-07-27,16:54:08
IRP1,Summer19,Canis latrans,2019-07-27,23:50:46
IRP1,Summer19,Canis latrans,2019-07-27,23:52:22
IRP1,Summer19,Canis latrans,2019-07-31,06:10:44
IRP1,Summer19,Canis latrans,2019-07-31,07:34:31
IRP1,Summer19,Canis latrans,2019-07-31,20:50:36
IRP1,Summer19,Canis latrans,2019-07-31,22:23:19
IRP1,Summer19,Canis latrans,2019-07-01,21:31:20
IRP1,Summer19,Canis latrans,2019-07-01,22:50:08
IRP1,Summer19,Canis latrans,2019-07-02,00:13:51
IRP1,Summer19,Canis latrans,2019-07-02,00:27:57
IRP1,Summer19,Canis latrans,2019-07-02,00:34:20
IRP1,Summer19,Canis latrans,2019-07-02,00:43:23
IRP1,Summer19,Canis latrans,2019-06-28,09:50:34
IRP1,Summer19,Canis latrans,2019-07-02,00:48:46
IRP1,Summer19,Canis latrans,2019-07-02,01:42:11
IRP1,Summer19,Canis latrans,2019-07-02,01:43:31
IRP1,Summer19,Canis latrans,2019-07-02,02:16:55
IRP1,Summer19,Canis latrans,2019-07-02,02:23:15
IRP1,Summer19,Canis latrans,2019-07-02,02:24:26
IRP1,Summer19,Canis latrans,2019-07-02,08:31:24
IRP1,Summer19,Canis latrans,2019-07-02,08:33:28
IRP1,Summer19,Canis latrans,2019-06-28,12:46:05
IRP1,Summer19,Canis latrans,2019-07-03,02:03:56
IRP1,Summer19,Canis latrans,2019-07-03,02:08:10
IRP1,Summer19,Canis latrans,2019-07-03,02:09:57
IRP1,Summer19,Canis latrans,2019-07-03,15:40:03
IRP1,Summer19,Canis latrans,2019-07-04,03:31:58
IRP1,Summer19,Canis latrans,2019-06-28,14:16:37
IRP1,Summer19,Canis latrans,2019-07-05,14:44:46
IRP1,Summer19,Canis latrans,2019-07-05,21:59:59
IRP1,Summer19,Canis latrans,2019-07-05,22:31:03
IRP1,Summer19,Canis latrans,2019-06-28,14:21:30
IRP1,Summer19,Canis latrans,2019-06-28,20:57:41
IRP1,Summer19,Canis latrans,2019-07-07,17:25:40
IRP1,Summer19,Canis latrans,2019-07-07,17:40:18
IRP1,Summer19,Canis latrans,2019-07-08,00:40:12
IRP1,Summer19,Canis latrans,2019-07-08,03:34:14
IRP1,Summer19,Canis latrans,2019-07-08,06:25:46
IRP1,Fall19,Canis latrans,2019-09-30,06:41:28
IRP1,Fall19,Canis latrans,2019-09-30,13:07:55
IRP1,Fall19,Canis latrans,2019-09-30,13:43:46
IRP1,Fall19,Canis latrans,2019-10-01,08:20:02
IRP1,Fall19,Canis latrans,2019-10-01,08:57:09
IRP1,Fall19,Canis latrans,2019-10-01,14:03:48
IRP1,Fall19,Canis latrans,2019-10-01,20:31:30
IRP1,Fall19,Procyon lotor,2019-10-02,19:35:29
IRP1,Fall19,Canis latrans,2019-10-05,07:10:19
IRP1,Fall19,Procyon lotor,2019-10-28,22:03:01
IRP1,Winter20,Procyon lotor,2020-01-10,06:30:36
IRP1,Winter20,Canis latrans,2020-01-17,08:20:41
IRP1,Spring20,Procyon lotor,2020-04-05,22:04:04
IRP1,Spring20,Procyon lotor,2020-04-15,01:38:18
IRP1,Spring20,Procyon lotor,2020-04-17,03:32:02
IRP1,Spring20,Procyon lotor,2020-04-19,03:58:22
IRP1,Spring20,Procyon lotor,2020-04-30,22:24:15
IRP1,Spring20,Canis latrans,2020-04-09,21:51:14
IRP1,Spring20,Procyon lotor,2020-04-12,04:18:13
IRP1,Summer20,Procyon lotor,2020-07-19,21:47:42
IRP1,Summer20,Canis latrans,2020-06-30,00:22:59
IRP1,Summer20,Canis latrans,2020-06-30,14:03:03
IRP1,Summer20,Canis latrans,2020-06-30,20:57:05
IRP1,Summer20,Canis latrans,2020-06-30,23:00:03
IRP1,Summer20,Procyon lotor,2020-07-01,09:52:57
IRP1,Summer20,Procyon lotor,2020-07-01,09:54:38
IRP1,Summer20,Canis latrans,2020-07-01,21:37:20
IRP1,Summer20,Canis latrans,2020-07-01,23:40:58
IRP1,Summer20,Canis latrans,2020-07-02,17:10:48
IRP1,Summer20,Canis latrans,2020-07-06,02:59:41
IRP1,Summer20,Canis latrans,2020-07-07,06:05:40
IRP1,Summer20,Canis latrans,2020-07-08,03:10:55
IRP1,Summer20,Canis latrans,2020-07-08,06:10:23
IRP1,Summer20,Canis latrans,2020-07-09,06:34:05
IRP1,Summer20,Canis latrans,2020-07-10,09:05:50
IRP1,Summer20,Canis latrans,2020-07-10,09:16:09
IRP1,Summer20,Procyon lotor,2020-07-28,00:13:19
IRP1,Fall20,Procyon lotor,2020-10-24,18:04:48
IRP1,Fall20,Canis latrans,2020-10-25,03:04:58
IRP1,Fall20,Canis latrans,2020-10-25,23:44:56
IRP1,Fall20,Procyon lotor,2020-10-07,19:46:43
IRP1,Fall20,Canis latrans,2020-10-01,06:23:33
IRP1,Fall20,Canis latrans,2020-10-12,04:11:57
IRP1,Fall20,Procyon lotor,2020-10-13,21:52:01
IRP1,Fall20,Canis latrans,2020-10-01,15:05:56
IRP1,Fall20,Procyon lotor,2020-10-17,18:22:31
IRP1,Fall20,Procyon lotor,2020-10-18,03:26:42
IRP1,Fall20,Canis latrans,2020-10-02,06:02:52
IRP1,Fall20,Canis latrans,2020-10-20,12:19:58
IRP1,Fall20,Canis latrans,2020-10-21,12:01:21
IRP1,Fall20,Canis latrans,2020-10-22,09:23:00
IRP1,Fall20,Canis latrans,2020-10-30,22:06:30
IRP1,Fall20,Canis latrans,2020-10-31,07:46:34
IRP1,Fall20,Canis latrans,2020-10-31,08:09:41
JBP1,Spring19,Odocoileus hemionus,2019-04-25,20:49:27
JBP1,Spring19,Canis latrans,2019-04-22,05:36:54
JBP1,Spring19,Odocoileus hemionus,2019-04-23,06:53:48
JBP1,Spring19,Odocoileus hemionus,2019-04-24,06:36:37
JBP1,Spring19,Odocoileus hemionus,2019-04-24,06:38:44
JBP1,Spring19,Odocoileus hemionus,2019-04-24,06:43:13
JBP1,Spring19,Odocoileus hemionus,2019-04-24,06:45:08
JBP1,Spring19,Odocoileus hemionus,2019-04-24,20:53:45
JBP1,Spring19,Odocoileus hemionus,2019-04-13,00:19:06
JBP1,Spring19,Odocoileus hemionus,2019-04-15,22:48:31
JBP1,Spring19,Odocoileus hemionus,2019-04-17,01:55:35
JBP1,Spring19,Odocoileus hemionus,2019-04-19,04:14:26
JBP1,Spring19,Canis latrans,2019-04-20,12:03:27
JBP1,Spring19,Canis latrans,2019-04-20,12:04:47
JBP1,Spring19,Odocoileus hemionus,2019-04-06,06:56:53
JBP1,Spring19,Odocoileus hemionus,2019-04-11,20:46:38
JBP1,Spring19,Odocoileus hemionus,2019-04-11,20:59:48
JBP1,Spring19,Odocoileus hemionus,2019-04-11,21:08:03
JBP1,Spring19,Odocoileus hemionus,2019-04-11,21:10:06
JBP1,Summer19,Odocoileus hemionus,2019-07-13,18:44:35
JBP1,Summer19,Odocoileus hemionus,2019-07-13,18:45:44
JBP1,Summer19,Odocoileus hemionus,2019-07-14,16:23:47
JBP1,Summer19,Odocoileus hemionus,2019-07-14,16:29:54
JBP1,Summer19,Odocoileus hemionus,2019-07-15,02:26:56
JBP1,Summer19,Odocoileus hemionus,2019-07-15,20:47:37
JBP1,Summer19,Odocoileus hemionus,2019-07-16,21:09:25
JBP1,Summer19,Odocoileus hemionus,2019-07-17,17:16:02
JBP1,Summer19,Odocoileus hemionus,2019-07-19,07:09:11
JBP1,Summer19,Odocoileus hemionus,2019-07-19,18:24:26
JBP1,Summer19,Odocoileus hemionus,2019-07-19,18:28:16
JBP1,Summer19,Odocoileus hemionus,2019-07-19,21:04:49
JBP1,Summer19,Odocoileus hemionus,2019-07-19,21:07:00
JBP1,Summer19,Odocoileus hemionus,2019-07-20,15:12:30
JBP1,Summer19,Canis latrans,2019-07-26,15:04:51
JBP1,Summer19,Canis latrans,2019-07-26,15:47:18
JBP1,Summer19,Odocoileus hemionus,2019-07-28,06:29:40
JBP1,Summer19,Odocoileus hemionus,2019-07-28,21:17:22
JBP1,Summer19,Odocoileus hemionus,2019-07-31,17:30:52
JBP1,Summer19,Odocoileus hemionus,2019-07-05,09:05:32
JBP1,Summer19,Odocoileus hemionus,2019-07-08,06:07:37
JBP1,Summer19,Canis latrans,2019-07-08,10:01:44
JBP1,Summer19,Odocoileus hemionus,2019-07-10,12:52:36
JBP1,Summer19,Odocoileus hemionus,2019-07-12,07:59:22
JBP1,Fall19,Odocoileus hemionus,2019-10-01,16:21:18
JBP1,Fall19,Canis latrans,2019-10-01,19:18:44
JBP1,Fall19,Odocoileus hemionus,2019-10-07,01:39:49
JBP1,Fall19,Odocoileus hemionus,2019-10-07,01:41:57
JBP1,Fall19,Odocoileus hemionus,2019-10-09,14:27:38
JBP1,Fall19,Odocoileus hemionus,2019-10-09,23:25:43
JBP1,Fall19,Odocoileus hemionus,2019-10-11,02:13:53
JBP1,Fall19,Odocoileus hemionus,2019-10-11,19:10:31
JBP1,Fall19,Odocoileus hemionus,2019-10-13,15:30:57
JBP1,Fall19,Odocoileus hemionus,2019-10-13,22:06:30
JBP1,Fall19,Canis latrans,2019-09-24,14:46:40
JBP1,Fall19,Odocoileus hemionus,2019-10-15,18:29:03
JBP1,Fall19,Odocoileus hemionus,2019-10-16,22:56:31
JBP1,Fall19,Odocoileus hemionus,2019-10-18,01:51:15
JBP1,Fall19,Odocoileus hemionus,2019-10-18,06:33:56
JBP1,Fall19,Odocoileus hemionus,2019-10-19,11:31:51
JBP1,Fall19,Odocoileus hemionus,2019-10-20,10:15:57
JBP1,Fall19,Odocoileus hemionus,2019-10-20,15:58:56
JBP1,Fall19,Odocoileus hemionus,2019-10-24,01:10:59
JBP1,Fall19,Odocoileus hemionus,2019-09-26,09:45:52
JBP1,Fall19,Odocoileus hemionus,2019-10-25,04:56:53
JBP1,Fall19,Procyon lotor,2019-10-26,20:23:13
JBP1,Fall19,Odocoileus hemionus,2019-10-29,22:28:27
JBP1,Fall19,Odocoileus hemionus,2019-10-29,22:51:06
JBP1,Fall19,Odocoileus hemionus,2019-10-30,18:53:29
JBP1,Fall19,Odocoileus hemionus,2019-11-01,00:38:12
JBP1,Fall19,Odocoileus hemionus,2019-11-02,09:01:44
JBP1,Fall19,Odocoileus hemionus,2019-11-03,00:15:09
JBP1,Fall19,Odocoileus hemionus,2019-11-03,18:19:27
JBP1,Fall19,Odocoileus hemionus,2019-11-05,07:26:20
JBP1,Fall19,Odocoileus hemionus,2019-11-06,00:19:42
JBP1,Fall19,Odocoileus hemionus,2019-11-06,13:44:35
JBP1,Fall19,Odocoileus hemionus,2019-09-28,00:27:58
JBP1,Fall19,Odocoileus hemionus,2019-09-28,08:26:34
JBP1,Fall19,Odocoileus hemionus,2019-09-30,08:18:56
JBP1,Fall19,Odocoileus hemionus,2019-10-01,11:38:25
JBP1,Fall19,Odocoileus hemionus,2019-10-01,11:45:14
JBP1,Winter20,Odocoileus hemionus,2020-01-18,14:38:21
JBP1,Winter20,Odocoileus hemionus,2020-01-18,14:41:48
JBP1,Winter20,Canis latrans,2020-01-21,05:49:53
JBP1,Winter20,Canis latrans,2020-01-23,04:58:20
JBP1,Winter20,Canis latrans,2020-01-23,17:58:03
JBP1,Winter20,Procyon lotor,2020-01-24,22:43:39
JBP1,Winter20,Canis latrans,2020-01-28,20:04:51
JBP1,Winter20,Canis latrans,2020-01-06,07:17:44
JBP1,Winter20,Canis latrans,2020-01-14,02:46:32
JBP1,Winter20,Didelphis virginiana,2020-01-18,00:16:45
JBP1,Spring20,Didelphis virginiana,2020-04-05,05:10:55
JBP1,Spring20,Didelphis virginiana,2020-04-05,05:10:55
JBP1,Spring20,Odocoileus hemionus,2020-04-17,23:38:31
JBP1,Spring20,Canis latrans,2020-04-05,06:08:12
JBP1,Spring20,Canis latrans,2020-04-05,06:08:12
JBP1,Spring20,Lynx rufus,2020-04-21,04:53:26
JBP1,Spring20,Lynx rufus,2020-04-21,04:53:26
JBP1,Spring20,Odocoileus hemionus,2020-04-09,07:05:00
JBP1,Spring20,Odocoileus hemionus,2020-04-09,07:05:00
JBP1,Spring20,Procyon lotor,2020-04-10,03:24:09
JBP1,Spring20,Didelphis virginiana,2020-04-10,05:33:28
JBP1,Spring20,Didelphis virginiana,2020-04-10,05:36:58
JBP1,Summer20,Canis latrans,2020-06-29,18:39:35
JBP1,Summer20,Didelphis virginiana,2020-07-06,04:38:50
JBP1,Summer20,Canis latrans,2020-07-06,21:27:24
JBP1,Summer20,Canis latrans,2020-07-06,21:35:51
JBP1,Summer20,Odocoileus hemionus,2020-07-07,00:26:35
JBP1,Summer20,Odocoileus hemionus,2020-07-07,00:26:35
JBP1,Summer20,Odocoileus hemionus,2020-07-08,00:26:46
JBP1,Summer20,Odocoileus hemionus,2020-07-08,00:26:46
JBP1,Summer20,Odocoileus hemionus,2020-07-08,17:34:28
JBP1,Summer20,Odocoileus hemionus,2020-07-08,17:34:28
JBP1,Summer20,Odocoileus hemionus,2020-07-09,15:25:20
JBP1,Summer20,Odocoileus hemionus,2020-07-09,15:25:20
JBP1,Summer20,Didelphis virginiana,2020-07-12,00:42:47
JBP1,Summer20,Odocoileus hemionus,2020-07-12,18:54:29
JBP1,Summer20,Odocoileus hemionus,2020-07-03,10:59:01
JBP1,Summer20,Odocoileus hemionus,2020-07-03,10:59:01
JBP1,Summer20,Odocoileus hemionus,2020-07-17,07:28:55
JBP1,Summer20,Odocoileus hemionus,2020-07-17,11:22:08
JBP1,Summer20,Odocoileus hemionus,2020-07-17,11:22:08
JBP1,Summer20,Odocoileus hemionus,2020-07-17,11:57:13
JBP1,Summer20,Odocoileus hemionus,2020-07-17,11:57:13
JBP1,Summer20,Odocoileus hemionus,2020-07-17,15:51:06
JBP1,Summer20,Odocoileus hemionus,2020-07-17,15:51:06
JBP1,Summer20,Odocoileus hemionus,2020-07-18,20:55:56
JBP1,Summer20,Odocoileus hemionus,2020-07-19,21:25:16
JBP1,Summer20,Odocoileus hemionus,2020-07-20,02:59:46
JBP1,Summer20,Odocoileus hemionus,2020-07-20,02:59:46
JBP1,Summer20,Odocoileus hemionus,2020-07-20,13:54:39
JBP1,Summer20,Odocoileus hemionus,2020-07-20,13:54:39
JBP1,Summer20,Odocoileus hemionus,2020-07-23,15:38:19
JBP1,Summer20,Odocoileus hemionus,2020-07-23,15:38:19
JBP1,Summer20,Odocoileus hemionus,2020-07-23,23:05:14
JBP1,Summer20,Odocoileus hemionus,2020-07-27,02:50:16
JBP1,Summer20,Odocoileus hemionus,2020-07-27,07:28:08
JBP1,Summer20,Odocoileus hemionus,2020-07-27,07:28:08
JBP1,Summer20,Odocoileus hemionus,2020-07-05,10:54:54
JBP1,Summer20,Odocoileus hemionus,2020-07-29,06:42:53
JBP1,Summer20,Odocoileus hemionus,2020-07-29,06:42:53
JBP1,Summer20,Odocoileus hemionus,2020-07-05,11:13:28
JBP1,Fall20,Odocoileus hemionus,2020-09-30,20:46:01
JBP1,Fall20,Odocoileus hemionus,2020-09-30,20:46:01
JBP1,Fall20,Canis latrans,2020-10-09,07:31:37
JBP1,Fall20,Odocoileus hemionus,2020-10-13,00:30:04
JBP1,Fall20,Odocoileus hemionus,2020-10-19,22:58:10
JBP1,Fall20,Odocoileus hemionus,2020-10-20,23:56:50
JBP1,Fall20,Odocoileus hemionus,2020-10-21,06:31:10
JBP1,Fall20,Odocoileus hemionus,2020-10-22,01:59:08
JBP1,Fall20,Odocoileus hemionus,2020-10-22,02:32:12
JBP1,Fall20,Odocoileus hemionus,2020-10-22,21:47:24
JBP1,Fall20,Odocoileus hemionus,2020-10-23,12:55:12
JBP1,Fall20,Odocoileus hemionus,2020-10-24,17:32:37
JBP1,Fall20,Odocoileus hemionus,2020-10-24,17:39:39
JBP1,Fall20,Odocoileus hemionus,2020-10-25,03:37:27
JBP1,Fall20,Odocoileus hemionus,2020-10-25,21:54:07
JBP1,Fall20,Odocoileus hemionus,2020-10-30,01:38:49
JBP1,Fall20,Odocoileus hemionus,2020-10-31,18:50:44
JBP1,Fall20,Odocoileus hemionus,2020-10-30,01:38:49
JBP1,Fall20,Odocoileus hemionus,2020-10-31,18:50:44
JBP1,Fall20,Odocoileus hemionus,2020-10-06,09:26:56
LTP1,Spring19,Procyon lotor,2019-04-18,05:58:44
LTP1,Spring19,Procyon lotor,2019-04-18,05:58:46
LTP1,Spring19,Procyon lotor,2019-04-18,05:58:47
LTP1,Spring19,Procyon lotor,2019-04-18,05:59:48
LTP1,Spring19,Procyon lotor,2019-04-18,05:59:46
LTP1,Spring19,Procyon lotor,2019-04-19,06:16:34
LTP1,Spring19,Procyon lotor,2019-04-19,06:16:35
LTP1,Spring19,Procyon lotor,2019-04-19,06:16:36
LTP1,Spring19,Procyon lotor,2019-04-21,06:31:48
LTP1,Spring19,Procyon lotor,2019-04-21,06:31:50
LTP1,Spring19,Procyon lotor,2019-04-21,06:31:51
LTP1,Spring19,Procyon lotor,2019-04-21,06:31:55
LTP1,Spring19,Procyon lotor,2019-04-25,05:27:39
LTP1,Spring19,Procyon lotor,2019-04-25,05:27:41
LTP1,Spring19,Procyon lotor,2019-04-25,05:27:56
LTP1,Spring19,Procyon lotor,2019-04-25,05:27:58
LTP1,Spring19,Procyon lotor,2019-04-28,22:49:21
LTP1,Spring19,Procyon lotor,2019-04-28,22:49:22
LTP1,Spring19,Procyon lotor,2019-04-28,22:49:22
LTP1,Spring19,Procyon lotor,2019-05-02,12:00:06
LTP1,Spring19,Procyon lotor,2019-05-02,12:00:08
LTP1,Spring19,Procyon lotor,2019-05-02,12:00:09
LTP1,Spring19,Procyon lotor,2019-05-05,08:43:19
LTP1,Spring19,Procyon lotor,2019-05-05,08:43:21
LTP1,Spring19,Procyon lotor,2019-05-05,08:43:22
LWP2,Winter20,Procyon lotor,2020-01-19,03:46:03
LWP2,Winter20,Canis latrans,2020-01-24,23:01:52
LWP3,Summer20,Procyon lotor,2020-07-03,04:28:07
MBC1,Spring19,Procyon lotor,2019-04-08,03:14:33
MBC1,Spring19,Canis latrans,2019-04-16,08:30:26
MBC1,Spring19,Odocoileus hemionus,2019-04-24,12:28:17
MBC1,Summer19,Odocoileus hemionus,2019-07-12,10:39:53
