station,season,species,capture.count
MGP1,Spring20,Mephitis mephitis,0
MGP1,Spring20,Odocoileus hemionus,0
MGP1,Spring20,Procyon lotor,0
MGP1,Spring20,Ursus americanus,0
MGP1,Summer20,Canis latrans,0
MGP1,Summer20,Didelphis virginiana,0
MGP1,Summer20,Lontra canadensis,0
MGP1,Summer20,Lynx rufus,0
MGP1,Summer20,Mephitis mephitis,0
MGP1,Summer20,Odocoileus hemionus,0
MGP1,Summer20,Procyon lotor,0
MGP1,Summer20,Ursus americanus,0
MGP1,Fall20,Canis latrans,0
MGP1,Fall20,Didelphis virginiana,0
MGP1,Fall20,Lontra canadensis,0
MGP1,Fall20,Lynx rufus,0
MGP1,Fall20,Mephitis mephitis,0
MGP1,Fall20,Odocoileus hemionus,0
MGP1,Fall20,Procyon lotor,0
MGP1,Fall20,Ursus americanus,0
MPO1,Spring19,Canis latrans,0
MPO1,Spring19,Didelphis virginiana,9
MPO1,Spring19,Lontra canadensis,0
MPO1,Spring19,Lynx rufus,0
MPO1,Spring19,Mephitis mephitis,0
MPO1,Spring19,Odocoileus hemionus,78
MPO1,Spring19,Procyon lotor,0
MPO1,Spring19,Ursus americanus,0
MPO1,Summer19,Canis latrans,12
MPO1,Summer19,Didelphis virginiana,0
MPO1,Summer19,Lontra canadensis,0
MPO1,Summer19,Lynx rufus,0
MPO1,Summer19,Mephitis mephitis,0
MPO1,Summer19,Odocoileus hemionus,10
MPO1,Summer19,Procyon lotor,0
MPO1,Summer19,Ursus americanus,0
MPO1,Fall19,Canis latrans,0
MPO1,Fall19,Didelphis virginiana,4
MPO1,Fall19,Lontra canadensis,0
MPO1,Fall19,Lynx rufus,0
MPO1,Fall19,Mephitis mephitis,0
MPO1,Fall19,Odocoileus hemionus,5
MPO1,Fall19,Procyon lotor,0
MPO1,Fall19,Ursus americanus,0
MPO1,Winter20,Canis latrans,2
MPO1,Winter20,Didelphis virginiana,6
MPO1,Winter20,Lontra canadensis,0
MPO1,Winter20,Lynx rufus,0
MPO1,Winter20,Mephitis mephitis,0
MPO1,Winter20,Odocoileus hemionus,3
MPO1,Winter20,Procyon lotor,0
MPO1,Winter20,Ursus americanus,0
MPO1,Summer20,Canis latrans,6
MPO1,Summer20,Didelphis virginiana,0
MPO1,Summer20,Lontra canadensis,0
MPO1,Summer20,Lynx rufus,0
MPO1,Summer20,Mephitis mephitis,0
MPO1,Summer20,Odocoileus hemionus,1
MPO1,Summer20,Procyon lotor,0
MPO1,Summer20,Ursus americanus,0
MPO1,Fall20,Canis latrans,0
MPO1,Fall20,Didelphis virginiana,0
MPO1,Fall20,Lontra canadensis,0
MPO1,Fall20,Lynx rufus,0
MPO1,Fall20,Mephitis mephitis,0
MPO1,Fall20,Odocoileus hemionus,14
MPO1,Fall20,Procyon lotor,0
MPO1,Fall20,Ursus americanus,0
MSR1,Spring19,Canis latrans,0
MSR1,Spring19,Didelphis virginiana,0
MSR1,Spring19,Lontra canadensis,0
MSR1,Spring19,Lynx rufus,0
MSR1,Spring19,Mephitis mephitis,0
MSR1,Spring19,Odocoileus hemionus,0
MSR1,Spring19,Procyon lotor,45
MSR1,Spring19,Ursus americanus,0
MSR1,Summer19,Canis latrans,0
MSR1,Summer19,Didelphis virginiana,0
MSR1,Summer19,Lontra canadensis,0
MSR1,Summer19,Lynx rufus,0
MSR1,Summer19,Mephitis mephitis,0
MSR1,Summer19,Odocoileus hemionus,0
MSR1,Summer19,Procyon lotor,8
MSR1,Summer19,Ursus americanus,0
MSR1,Fall19,Canis latrans,0
MSR1,Fall19,Didelphis virginiana,0
MSR1,Fall19,Lontra canadensis,0
MSR1,Fall19,Lynx rufus,0
MSR1,Fall19,Mephitis mephitis,0
MSR1,Fall19,Odocoileus hemionus,0
MSR1,Fall19,Procyon lotor,6
MSR1,Fall19,Ursus americanus,0
MSR1,Winter20,Canis latrans,0
MSR1,Winter20,Didelphis virginiana,0
MSR1,Winter20,Lontra canadensis,0
MSR1,Winter20,Lynx rufus,0
MSR1,Winter20,Mephitis mephitis,0
MSR1,Winter20,Odocoileus hemionus,0
MSR1,Winter20,Procyon lotor,6
MSR1,Winter20,Ursus americanus,0
MSR1,Spring20,Canis latrans,0
MSR1,Spring20,Didelphis virginiana,0
MSR1,Spring20,Lontra canadensis,0
MSR1,Spring20,Lynx rufus,0
MSR1,Spring20,Mephitis mephitis,0
MSR1,Spring20,Odocoileus hemionus,0
MSR1,Spring20,Procyon lotor,2
MSR1,Spring20,Ursus americanus,0
MSR1,Summer20,Canis latrans,0
MSR1,Summer20,Didelphis virginiana,1
MSR1,Summer20,Lontra canadensis,0
MSR1,Summer20,Lynx rufus,0
MSR1,Summer20,Mephitis mephitis,0
MSR1,Summer20,Odocoileus hemionus,0
MSR1,Summer20,Procyon lotor,5
MSR1,Summer20,Ursus americanus,0
MSR1,Fall20,Canis latrans,0
MSR1,Fall20,Didelphis virginiana,0
MSR1,Fall20,Lontra canadensis,0
MSR1,Fall20,Lynx rufus,0
MSR1,Fall20,Mephitis mephitis,0
MSR1,Fall20,Odocoileus hemionus,0
MSR1,Fall20,Procyon lotor,2
MSR1,Fall20,Ursus americanus,0
MWP1,Spring19,Canis latrans,0
MWP1,Spring19,Didelphis virginiana,2
MWP1,Spring19,Lontra canadensis,0
MWP1,Spring19,Lynx rufus,0
MWP1,Spring19,Mephitis mephitis,0
MWP1,Spring19,Odocoileus hemionus,0
MWP1,Spring19,Procyon lotor,0
MWP1,Spring19,Ursus americanus,0
MWP1,Summer19,Canis latrans,0
MWP1,Summer19,Didelphis virginiana,0
MWP1,Summer19,Lontra canadensis,0
MWP1,Summer19,Lynx rufus,0
MWP1,Summer19,Mephitis mephitis,0
MWP1,Summer19,Odocoileus hemionus,0
MWP1,Summer19,Procyon lotor,0
MWP1,Summer19,Ursus americanus,0
MWP2,Summer19,Canis latrans,3
MWP2,Summer19,Didelphis virginiana,0
MWP2,Summer19,Lontra canadensis,0
MWP2,Summer19,Lynx rufus,0
MWP2,Summer19,Mephitis mephitis,0
MWP2,Summer19,Odocoileus hemionus,0
MWP2,Summer19,Procyon lotor,4
MWP2,Summer19,Ursus americanus,0
MWP2,Fall19,Canis latrans,1
MWP2,Fall19,Didelphis virginiana,0
MWP2,Fall19,Lontra canadensis,0
MWP2,Fall19,Lynx rufus,0
MWP2,Fall19,Mephitis mephitis,0
MWP2,Fall19,Odocoileus hemionus,0
MWP2,Fall19,Procyon lotor,5
MWP2,Fall19,Ursus americanus,0
MWP2,Winter20,Canis latrans,0
MWP2,Winter20,Didelphis virginiana,0
MWP2,Winter20,Lontra canadensis,0
MWP2,Winter20,Lynx rufus,0
MWP2,Winter20,Mephitis mephitis,0
MWP2,Winter20,Odocoileus hemionus,0
MWP2,Winter20,Procyon lotor,2
MWP2,Winter20,Ursus americanus,0
MWP2,Summer20,Canis latrans,0
MWP2,Summer20,Didelphis virginiana,0
MWP2,Summer20,Lontra canadensis,0
MWP2,Summer20,Lynx rufus,0
MWP2,Summer20,Mephitis mephitis,0
MWP2,Summer20,Odocoileus hemionus,0
MWP2,Summer20,Procyon lotor,17
MWP2,Summer20,Ursus americanus,0
MWP2,Fall20,Canis latrans,5
MWP2,Fall20,Didelphis virginiana,2
MWP2,Fall20,Lontra canadensis,0
MWP2,Fall20,Lynx rufus,0
MWP2,Fall20,Mephitis mephitis,0
MWP2,Fall20,Odocoileus hemionus,0
MWP2,Fall20,Procyon lotor,19
MWP2,Fall20,Ursus americanus,0
NRP1,Spring19,Canis latrans,0
NRP1,Spring19,Didelphis virginiana,3
NRP1,Spring19,Lontra canadensis,0
NRP1,Spring19,Lynx rufus,0
NRP1,Spring19,Mephitis mephitis,0
NRP1,Spring19,Odocoileus hemionus,0
NRP1,Spring19,Procyon lotor,1
NRP1,Spring19,Ursus americanus,0
NRP1,Fall19,Canis latrans,1
NRP1,Fall19,Didelphis virginiana,6
NRP1,Fall19,Lontra canadensis,0
NRP1,Fall19,Lynx rufus,1
NRP1,Fall19,Mephitis mephitis,0
NRP1,Fall19,Odocoileus hemionus,0
NRP1,Fall19,Procyon lotor,6
NRP1,Fall19,Ursus americanus,0
NRP1,Winter20,Canis latrans,2
NRP1,Winter20,Didelphis virginiana,0
NRP1,Winter20,Lontra canadensis,0
NRP1,Winter20,Lynx rufus,1
NRP1,Winter20,Mephitis mephitis,0
NRP1,Winter20,Odocoileus hemionus,0
NRP1,Winter20,Procyon lotor,10
NRP1,Winter20,Ursus americanus,0
NRP1,Spring20,Canis latrans,0
NRP1,Spring20,Didelphis virginiana,0
NRP1,Spring20,Lontra canadensis,0
NRP1,Spring20,Lynx rufus,1
NRP1,Spring20,Mephitis mephitis,0
NRP1,Spring20,Odocoileus hemionus,0
NRP1,Spring20,Procyon lotor,6
NRP1,Spring20,Ursus americanus,0
NRP1,Summer20,Canis latrans,1
NRP1,Summer20,Didelphis virginiana,0
NRP1,Summer20,Lontra canadensis,0
NRP1,Summer20,Lynx rufus,0
NRP1,Summer20,Mephitis mephitis,0
NRP1,Summer20,Odocoileus hemionus,0
NRP1,Summer20,Procyon lotor,2
NRP1,Summer20,Ursus americanus,0
NRP1,Fall20,Canis latrans,5
NRP1,Fall20,Didelphis virginiana,0
NRP1,Fall20,Lontra canadensis,0
NRP1,Fall20,Lynx rufus,0
NRP1,Fall20,Mephitis mephitis,0
NRP1,Fall20,Odocoileus hemionus,0
NRP1,Fall20,Procyon lotor,4
NRP1,Fall20,Ursus americanus,0
PGP1,Spring19,Canis latrans,0
PGP1,Spring19,Didelphis virginiana,0
PGP1,Spring19,Lontra canadensis,0
PGP1,Spring19,Lynx rufus,0
PGP1,Spring19,Mephitis mephitis,0
PGP1,Spring19,Odocoileus hemionus,0
PGP1,Spring19,Procyon lotor,0
PGP1,Spring19,Ursus americanus,0
PGP1,Summer19,Canis latrans,0
PGP1,Summer19,Didelphis virginiana,0
PGP1,Summer19,Lontra canadensis,0
PGP1,Summer19,Lynx rufus,0
PGP1,Summer19,Mephitis mephitis,0
PGP1,Summer19,Odocoileus hemionus,0
PGP1,Summer19,Procyon lotor,0
PGP1,Summer19,Ursus americanus,0
PGP2,Fall19,Canis latrans,0
PGP2,Fall19,Didelphis virginiana,0
PGP2,Fall19,Lontra canadensis,0
PGP2,Fall19,Lynx rufus,0
PGP2,Fall19,Mephitis mephitis,0
PGP2,Fall19,Odocoileus hemionus,0
PGP2,Fall19,Procyon lotor,15
PGP2,Fall19,Ursus americanus,0
PGP2,Winter20,Canis latrans,0
PGP2,Winter20,Didelphis virginiana,0
PGP2,Winter20,Lontra canadensis,0
PGP2,Winter20,Lynx rufus,0
PGP2,Winter20,Mephitis mephitis,0
PGP2,Winter20,Odocoileus hemionus,0
PGP2,Winter20,Procyon lotor,8
PGP2,Winter20,Ursus americanus,0
PGP2,Spring20,Canis latrans,0
PGP2,Spring20,Didelphis virginiana,0
PGP2,Spring20,Lontra canadensis,0
PGP2,Spring20,Lynx rufus,0
PGP2,Spring20,Mephitis mephitis,0
PGP2,Spring20,Odocoileus hemionus,0
PGP2,Spring20,Procyon lotor,0
PGP2,Spring20,Ursus americanus,0
PGP2,Summer20,Canis latrans,0
PGP2,Summer20,Didelphis virginiana,0
PGP2,Summer20,Lontra canadensis,0
PGP2,Summer20,Lynx rufus,0
PGP2,Summer20,Mephitis mephitis,0
PGP2,Summer20,Odocoileus hemionus,0
PGP2,Summer20,Procyon lotor,14
PGP2,Summer20,Ursus americanus,0
PGP2,Fall20,Canis latrans,0
PGP2,Fall20,Didelphis virginiana,0
PGP2,Fall20,Lontra canadensis,0
PGP2,Fall20,Lynx rufus,0
PGP2,Fall20,Mephitis mephitis,0
PGP2,Fall20,Odocoileus hemionus,0
PGP2,Fall20,Procyon lotor,0
PGP2,Fall20,Ursus americanus,0
PHN1,Spring19,Canis latrans,0
PHN1,Spring19,Didelphis virginiana,0
PHN1,Spring19,Lontra canadensis,0
PHN1,Spring19,Lynx rufus,0
PHN1,Spring19,Mephitis mephitis,0
PHN1,Spring19,Odocoileus hemionus,0
PHN1,Spring19,Procyon lotor,0
PHN1,Spring19,Ursus americanus,0
PHN1,Summer19,Canis latrans,0
PHN1,Summer19,Didelphis virginiana,0
PHN1,Summer19,Lontra canadensis,0
PHN1,Summer19,Lynx rufus,0
PHN1,Summer19,Mephitis mephitis,0
PHN1,Summer19,Odocoileus hemionus,0
PHN1,Summer19,Procyon lotor,0
PHN1,Summer19,Ursus americanus,0
PHN1,Fall19,Canis latrans,0
PHN1,Fall19,Didelphis virginiana,0
PHN1,Fall19,Lontra canadensis,0
PHN1,Fall19,Lynx rufus,0
PHN1,Fall19,Mephitis mephitis,0
PHN1,Fall19,Odocoileus hemionus,0
PHN1,Fall19,Procyon lotor,3
PHN1,Fall19,Ursus americanus,0
PHN1,Winter20,Canis latrans,0
PHN1,Winter20,Didelphis virginiana,0
PHN1,Winter20,Lontra canadensis,0
PHN1,Winter20,Lynx rufus,0
PHN1,Winter20,Mephitis mephitis,0
PHN1,Winter20,Odocoileus hemionus,0
PHN1,Winter20,Procyon lotor,5
PHN1,Winter20,Ursus americanus,0
PHN1,Spring20,Canis latrans,0
PHN1,Spring20,Didelphis virginiana,0
PHN1,Spring20,Lontra canadensis,0
PHN1,Spring20,Lynx rufus,0
PHN1,Spring20,Mephitis mephitis,0
PHN1,Spring20,Odocoileus hemionus,0
PHN1,Spring20,Procyon lotor,0
PHN1,Spring20,Ursus americanus,0
PHN1,Summer20,Canis latrans,9
PHN1,Summer20,Didelphis virginiana,0
PHN1,Summer20,Lontra canadensis,0
PHN1,Summer20,Lynx rufus,0
PHN1,Summer20,Mephitis mephitis,0
PHN1,Summer20,Odocoileus hemionus,0
PHN1,Summer20,Procyon lotor,3
PHN1,Summer20,Ursus americanus,0
PHN1,Fall20,Canis latrans,0
PHN1,Fall20,Didelphis virginiana,0
PHN1,Fall20,Lontra canadensis,0
PHN1,Fall20,Lynx rufus,0
PHN1,Fall20,Mephitis mephitis,0
PHN1,Fall20,Odocoileus hemionus,0
PHN1,Fall20,Procyon lotor,0
PHN1,Fall20,Ursus americanus,0
PHY1,Spring19,Canis latrans,0
PHY1,Spring19,Didelphis virginiana,0
PHY1,Spring19,Lontra canadensis,0
PHY1,Spring19,Lynx rufus,0
PHY1,Spring19,Mephitis mephitis,0
PHY1,Spring19,Odocoileus hemionus,0
PHY1,Spring19,Procyon lotor,0
PHY1,Spring19,Ursus americanus,0
PHY1,Summer19,Canis latrans,4
PHY1,Summer19,Didelphis virginiana,0
PHY1,Summer19,Lontra canadensis,0
PHY1,Summer19,Lynx rufus,0
PHY1,Summer19,Mephitis mephitis,0
PHY1,Summer19,Odocoileus hemionus,0
PHY1,Summer19,Procyon lotor,1
PHY1,Summer19,Ursus americanus,0
PHY1,Fall19,Canis latrans,0
PHY1,Fall19,Didelphis virginiana,0
PHY1,Fall19,Lontra canadensis,0
PHY1,Fall19,Lynx rufus,0
PHY1,Fall19,Mephitis mephitis,0
PHY1,Fall19,Odocoileus hemionus,0
PHY1,Fall19,Procyon lotor,0
PHY1,Fall19,Ursus americanus,0
PHY1,Winter20,Canis latrans,0
PHY1,Winter20,Didelphis virginiana,0
PHY1,Winter20,Lontra canadensis,0
PHY1,Winter20,Lynx rufus,0
PHY1,Winter20,Mephitis mephitis,0
PHY1,Winter20,Odocoileus hemionus,0
PHY1,Winter20,Procyon lotor,0
PHY1,Winter20,Ursus americanus,0
PHY1,Spring20,Canis latrans,0
PHY1,Spring20,Didelphis virginiana,0
PHY1,Spring20,Lontra canadensis,0
PHY1,Spring20,Lynx rufus,0
PHY1,Spring20,Mephitis mephitis,0
PHY1,Spring20,Odocoileus hemionus,0
PHY1,Spring20,Procyon lotor,0
PHY1,Spring20,Ursus americanus,0
PHY1,Summer20,Canis latrans,0
PHY1,Summer20,Didelphis virginiana,0
PHY1,Summer20,Lontra canadensis,0
PHY1,Summer20,Lynx rufus,0
PHY1,Summer20,Mephitis mephitis,0
PHY1,Summer20,Odocoileus hemionus,0
PHY1,Summer20,Procyon lotor,0
PHY1,Summer20,Ursus americanus,0
PHY1,Fall20,Canis latrans,7
PHY1,Fall20,Didelphis virginiana,0
PHY1,Fall20,Lontra canadensis,0
PHY1,Fall20,Lynx rufus,0
PHY1,Fall20,Mephitis mephitis,0
PHY1,Fall20,Odocoileus hemionus,0
PHY1,Fall20,Procyon lotor,22
PHY1,Fall20,Ursus americanus,0
RHF1,Spring19,Canis latrans,0
RHF1,Spring19,Didelphis virginiana,0
RHF1,Spring19,Lontra canadensis,0
RHF1,Spring19,Lynx rufus,0
RHF1,Spring19,Mephitis mephitis,0
RHF1,Spring19,Odocoileus hemionus,0
RHF1,Spring19,Procyon lotor,0
RHF1,Spring19,Ursus americanus,0
RHF1,Summer19,Canis latrans,0
RHF1,Summer19,Didelphis virginiana,0
RHF1,Summer19,Lontra canadensis,0
RHF1,Summer19,Lynx rufus,0
RHF1,Summer19,Mephitis mephitis,0
RHF1,Summer19,Odocoileus hemionus,1
RHF1,Summer19,Procyon lotor,0
RHF1,Summer19,Ursus americanus,6
RHF1,Fall19,Canis latrans,0
RHF1,Fall19,Didelphis virginiana,2
RHF1,Fall19,Lontra canadensis,0
RHF1,Fall19,Lynx rufus,1
RHF1,Fall19,Mephitis mephitis,0
RHF1,Fall19,Odocoileus hemionus,2
RHF1,Fall19,Procyon lotor,0
RHF1,Fall19,Ursus americanus,0
RHF1,Winter20,Canis latrans,0
RHF1,Winter20,Didelphis virginiana,0
RHF1,Winter20,Lontra canadensis,0
RHF1,Winter20,Lynx rufus,0
RHF1,Winter20,Mephitis mephitis,0
RHF1,Winter20,Odocoileus hemionus,3
RHF1,Winter20,Procyon lotor,0
RHF1,Winter20,Ursus americanus,0
RHF1,Summer20,Canis latrans,9
RHF1,Summer20,Didelphis virginiana,0
RHF1,Summer20,Lontra canadensis,0
RHF1,Summer20,Lynx rufus,0
RHF1,Summer20,Mephitis mephitis,0
RHF1,Summer20,Odocoileus hemionus,0
RHF1,Summer20,Procyon lotor,0
RHF1,Summer20,Ursus americanus,0
RHF1,Fall20,Canis latrans,7
RHF1,Fall20,Didelphis virginiana,0
RHF1,Fall20,Lontra canadensis,0
RHF1,Fall20,Lynx rufus,0
RHF1,Fall20,Mephitis mephitis,0
RHF1,Fall20,Odocoileus hemionus,0
RHF1,Fall20,Procyon lotor,1
RHF1,Fall20,Ursus americanus,0
RVP1,Spring19,Canis latrans,1
RVP1,Spring19,Didelphis virginiana,0
RVP1,Spring19,Lontra canadensis,0
RVP1,Spring19,Lynx rufus,0
RVP1,Spring19,Mephitis mephitis,0
RVP1,Spring19,Odocoileus hemionus,0
RVP1,Spring19,Procyon lotor,19
RVP1,Spring19,Ursus americanus,0
RVP1,Summer19,Canis latrans,9
RVP1,Summer19,Didelphis virginiana,0
RVP1,Summer19,Lontra canadensis,0
RVP1,Summer19,Lynx rufus,0
RVP1,Summer19,Mephitis mephitis,0
RVP1,Summer19,Odocoileus hemionus,0
RVP1,Summer19,Procyon lotor,6
RVP1,Summer19,Ursus americanus,0
RVP1,Fall19,Canis latrans,2
RVP1,Fall19,Didelphis virginiana,0
RVP1,Fall19,Lontra canadensis,0
RVP1,Fall19,Lynx rufus,0
RVP1,Fall19,Mephitis mephitis,0
RVP1,Fall19,Odocoileus hemionus,0
RVP1,Fall19,Procyon lotor,4
RVP1,Fall19,Ursus americanus,0
RVP1,Winter20,Canis latrans,5
RVP1,Winter20,Didelphis virginiana,0
RVP1,Winter20,Lontra canadensis,0
RVP1,Winter20,Lynx rufus,0
RVP1,Winter20,Mephitis mephitis,0
RVP1,Winter20,Odocoileus hemionus,0
RVP1,Winter20,Procyon lotor,7
RVP1,Winter20,Ursus americanus,0
RVP1,Spring20,Canis latrans,0
RVP1,Spring20,Didelphis virginiana,0
RVP1,Spring20,Lontra canadensis,0
RVP1,Spring20,Lynx rufus,0
RVP1,Spring20,Mephitis mephitis,0
RVP1,Spring20,Odocoileus hemionus,0
RVP1,Spring20,Procyon lotor,0
RVP1,Spring20,Ursus americanus,0
RVP1,Summer20,Canis latrans,0
RVP1,Summer20,Didelphis virginiana,0
RVP1,Summer20,Lontra canadensis,0
RVP1,Summer20,Lynx rufus,0
RVP1,Summer20,Mephitis mephitis,0
RVP1,Summer20,Odocoileus hemionus,0
RVP1,Summer20,Procyon lotor,15
RVP1,Summer20,Ursus americanus,0
RVP1,Fall20,Canis latrans,24
RVP1,Fall20,Didelphis virginiana,0
RVP1,Fall20,Lontra canadensis,0
RVP1,Fall20,Lynx rufus,0
RVP1,Fall20,Mephitis mephitis,0
RVP1,Fall20,Odocoileus hemionus,0
RVP1,Fall20,Procyon lotor,23
RVP1,Fall20,Ursus americanus,0
RWP1,Spring19,Canis latrans,1
RWP1,Spring19,Didelphis virginiana,1
RWP1,Spring19,Lontra canadensis,0
RWP1,Spring19,Lynx rufus,0
RWP1,Spring19,Mephitis mephitis,0
RWP1,Spring19,Odocoileus hemionus,20
RWP1,Spring19,Procyon lotor,1
RWP1,Spring19,Ursus americanus,0
RWP1,Summer19,Canis latrans,0
RWP1,Summer19,Didelphis virginiana,0
RWP1,Summer19,Lontra canadensis,0
RWP1,Summer19,Lynx rufus,0
RWP1,Summer19,Mephitis mephitis,0
RWP1,Summer19,Odocoileus hemionus,14
RWP1,Summer19,Procyon lotor,0
RWP1,Summer19,Ursus americanus,3
RWP1,Fall19,Canis latrans,0
RWP1,Fall19,Didelphis virginiana,5
RWP1,Fall19,Lontra canadensis,0
RWP1,Fall19,Lynx rufus,1
RWP1,Fall19,Mephitis mephitis,0
RWP1,Fall19,Odocoileus hemionus,32
RWP1,Fall19,Procyon lotor,0
RWP1,Fall19,Ursus americanus,1
RWP1,Winter20,Canis latrans,0
RWP1,Winter20,Didelphis virginiana,8
RWP1,Winter20,Lontra canadensis,0
RWP1,Winter20,Lynx rufus,0
RWP1,Winter20,Mephitis mephitis,0
RWP1,Winter20,Odocoileus hemionus,8
RWP1,Winter20,Procyon lotor,0
RWP1,Winter20,Ursus americanus,0
RWP1,Spring20,Canis latrans,2
RWP1,Spring20,Didelphis virginiana,4
RWP1,Spring20,Lontra canadensis,0
RWP1,Spring20,Lynx rufus,0
RWP1,Spring20,Mephitis mephitis,0
RWP1,Spring20,Odocoileus hemionus,12
RWP1,Spring20,Procyon lotor,0
RWP1,Spring20,Ursus americanus,0
RWP1,Summer20,Canis latrans,0
RWP1,Summer20,Didelphis virginiana,0
RWP1,Summer20,Lontra canadensis,0
RWP1,Summer20,Lynx rufus,0
RWP1,Summer20,Mephitis mephitis,0
RWP1,Summer20,Odocoileus hemionus,17
RWP1,Summer20,Procyon lotor,0
RWP1,Summer20,Ursus americanus,0
RWP1,Fall20,Canis latrans,1
RWP1,Fall20,Didelphis virginiana,2
RWP1,Fall20,Lontra canadensis,0
RWP1,Fall20,Lynx rufus,0
RWP1,Fall20,Mephitis mephitis,0
RWP1,Fall20,Odocoileus hemionus,22
RWP1,Fall20,Procyon lotor,0
RWP1,Fall20,Ursus americanus,0
SVP1,Spring19,Canis latrans,0
SVP1,Spring19,Didelphis virginiana,0
SVP1,Spring19,Lontra canadensis,0
SVP1,Spring19,Lynx rufus,0
SVP1,Spring19,Mephitis mephitis,0
SVP1,Spring19,Odocoileus hemionus,0
SVP1,Spring19,Procyon lotor,0
SVP1,Spring19,Ursus americanus,0
SVP1,Summer19,Canis latrans,0
SVP1,Summer19,Didelphis virginiana,0
SVP1,Summer19,Lontra canadensis,0
SVP1,Summer19,Lynx rufus,0
SVP1,Summer19,Mephitis mephitis,0
SVP1,Summer19,Odocoileus hemionus,0
SVP1,Summer19,Procyon lotor,0
SVP1,Summer19,Ursus americanus,0
SVP1,Fall19,Canis latrans,6
SVP1,Fall19,Didelphis virginiana,0
SVP1,Fall19,Lontra canadensis,0
SVP1,Fall19,Lynx rufus,0
SVP1,Fall19,Mephitis mephitis,0
SVP1,Fall19,Odocoileus hemionus,0
SVP1,Fall19,Procyon lotor,0
SVP1,Fall19,Ursus americanus,0
SVP1,Winter20,Canis latrans,1
SVP1,Winter20,Didelphis virginiana,0
SVP1,Winter20,Lontra canadensis,0
SVP1,Winter20,Lynx rufus,0
SVP1,Winter20,Mephitis mephitis,0
SVP1,Winter20,Odocoileus hemionus,0
SVP1,Winter20,Procyon lotor,0
SVP1,Winter20,Ursus americanus,0
SVP1,Summer20,Canis latrans,2
SVP1,Summer20,Didelphis virginiana,0
SVP1,Summer20,Lontra canadensis,0
SVP1,Summer20,Lynx rufus,0
SVP1,Summer20,Mephitis mephitis,0
SVP1,Summer20,Odocoileus hemionus,0
SVP1,Summer20,Procyon lotor,0
SVP1,Summer20,Ursus americanus,0
SVP1,Fall20,Canis latrans,1
SVP1,Fall20,Didelphis virginiana,0
SVP1,Fall20,Lontra canadensis,0
SVP1,Fall20,Lynx rufus,0
SVP1,Fall20,Mephitis mephitis,0
SVP1,Fall20,Odocoileus hemionus,1
SVP1,Fall20,Procyon lotor,0
SVP1,Fall20,Ursus americanus,0
SWD1,Spring19,Canis latrans,1
SWD1,Spring19,Didelphis virginiana,0
SWD1,Spring19,Lontra canadensis,0
SWD1,Spring19,Lynx rufus,0
SWD1,Spring19,Mephitis mephitis,0
SWD1,Spring19,Odocoileus hemionus,2
SWD1,Spring19,Procyon lotor,0
SWD1,Spring19,Ursus americanus,0
SWD1,Summer19,Canis latrans,3
SWD1,Summer19,Didelphis virginiana,0
SWD1,Summer19,Lontra canadensis,0
SWD1,Summer19,Lynx rufus,0
SWD1,Summer19,Mephitis mephitis,0
SWD1,Summer19,Odocoileus hemionus,2
SWD1,Summer19,Procyon lotor,0
SWD1,Summer19,Ursus americanus,0
SWD1,Fall19,Canis latrans,4
SWD1,Fall19,Didelphis virginiana,3
SWD1,Fall19,Lontra canadensis,0
SWD1,Fall19,Lynx rufus,0
SWD1,Fall19,Mephitis mephitis,0
SWD1,Fall19,Odocoileus hemionus,2
SWD1,Fall19,Procyon lotor,0
SWD1,Fall19,Ursus americanus,0
SWD1,Winter20,Canis latrans,11
SWD1,Winter20,Didelphis virginiana,0
SWD1,Winter20,Lontra canadensis,0
SWD1,Winter20,Lynx rufus,1
SWD1,Winter20,Mephitis mephitis,0
SWD1,Winter20,Odocoileus hemionus,0
SWD1,Winter20,Procyon lotor,0
SWD1,Winter20,Ursus americanus,0
SWD1,Summer20,Canis latrans,2
SWD1,Summer20,Didelphis virginiana,0
SWD1,Summer20,Lontra canadensis,0
SWD1,Summer20,Lynx rufus,0
SWD1,Summer20,Mephitis mephitis,0
SWD1,Summer20,Odocoileus hemionus,4
SWD1,Summer20,Procyon lotor,0
SWD1,Summer20,Ursus americanus,0
SWD1,Fall20,Canis latrans,4
SWD1,Fall20,Didelphis virginiana,0
SWD1,Fall20,Lontra canadensis,0
SWD1,Fall20,Lynx rufus,0
SWD1,Fall20,Mephitis mephitis,0
SWD1,Fall20,Odocoileus hemionus,2
SWD1,Fall20,Procyon lotor,0
SWD1,Fall20,Ursus americanus,0
TCC1,Spring19,Canis latrans,37
TCC1,Spring19,Didelphis virginiana,0
TCC1,Spring19,Lontra canadensis,0
TCC1,Spring19,Lynx rufus,0
TCC1,Spring19,Mephitis mephitis,0
TCC1,Spring19,Odocoileus hemionus,0
TCC1,Spring19,Procyon lotor,14
TCC1,Spring19,Ursus americanus,0
TCC1,Summer19,Canis latrans,0
TCC1,Summer19,Didelphis virginiana,0
TCC1,Summer19,Lontra canadensis,0
TCC1,Summer19,Lynx rufus,0
TCC1,Summer19,Mephitis mephitis,0
TCC1,Summer19,Odocoileus hemionus,0
TCC1,Summer19,Procyon lotor,0
TCC1,Summer19,Ursus americanus,0
TCC1,Fall19,Canis latrans,3
TCC1,Fall19,Didelphis virginiana,0
