"Species","Season","Site","City","Long","Lat","Crs","Y","J"
"black_bear","JU21","OCP02","mela",-117.763152792082,33.784486154091,4326,0,0
"black_bear","JU21","OCP03","mela",-117.760563878081,33.77282775396,4326,0,0
"black_bear","JU21","PW01","mela",-117.783430530526,33.7933888902747,4326,0,0
"black_bear","JU21","SA","mela",-117.89618484066,33.8108616802827,4326,0,0
"black_bear","JU21","AB","oaca",-122.23759206133,37.7958657993226,4326,0,30
"black_bear","JU21","BT","oaca",-122.09740635098,37.7419690199507,4326,0,6
"black_bear","JU21","CB","oaca",-122.180357276432,37.8031425300903,4326,0,25
"black_bear","JU21","CR","oaca",-122.14567780309,37.7547667792989,4326,0,34
"black_bear","JU21","DK","oaca",-122.208999467716,37.7429510227403,4326,0,32
"black_bear","JU21","DY","oaca",-122.182986945156,37.786126255935,4326,0,32
"black_bear","JU21","EN","oaca",-122.207928967575,37.7305057750575,4326,0,0
"black_bear","JU21","GT","oaca",-122.118850501284,37.7597967922203,4326,0,17
"black_bear","JU21","H18","oaca",-122.122814313447,37.7423411144696,4326,0,45
"black_bear","JU21","HBT","oaca",-122.108203455865,37.7284415340914,4326,0,11
